id_kab,id_prov,year,population,densities,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,sqrt(hdi)*log(id_kab),population/gross_regional_domestic_product,hdi**3/gross_regional_domestic_product,hdi**3*id_prov**2,gross_regional_domestic_product/solid_waste_generated,happiness_score
6310,63,2022.0,341137.0,70.03,71.79,31610.0,3.0,6074.35,74.13693330969704,10.792059474849731,11.704890741505857,1468496645.8694913,5.203848971494892,74.59
1405,14,2022.0,477550.0,55.81,74.5,106995.0,4.0,6813.57,62.55814934499351,4.463292677227908,3.864606990980887,81044750.5,15.703221659130236,73.78
3603,36,2022.0,3321650.0,3461.46,72.97,160167.0,1.0,84149.77,69.95692844318893,20.738666516823066,2.4258279612716724,503544712.846608,1.9033563609264765,67.43
5308,53,2023.0,141391.0,111.5,66.12,2138.0,1.0,2466.035,69.74295324542982,66.13236669784845,135.20440267913938,811989239.314752,0.8669787736183794,70.81
2103,21,2022.0,83102.0,41.36,73.47,24265.0,1.0,1247.51,65.58130333117442,3.424768184628065,16.34367899950546,174891502.577043,19.450745885804523,74.18
1871,18,2023.0,1234988.0,6261.98,78.56,74104.0,1.0,28705.83,66.77893903675147,16.6656050955414,6.5427868673216025,157090323.67718402,2.5814965113358506,73.31
5315,53,2022.0,265613.0,84.89,64.92,3884.0,1.0,3097.24,69.11779790747303,68.38645726055613,70.44599574871268,768576803.1937921,1.2540197078689415,70.27
9102,91,2022.0,65061.0,3.52,66.11,2741.0,1.0,929.04,74.1224522328651,23.736227654140823,105.4125783039037,2392677998.5218115,2.9503573581331266,76.5
7406,74,2022.0,155510.0,47.21,66.81,7780.0,1.0,2422.8589999999995,72.82838349609615,19.988431876606683,38.33052946542416,1633006279.3637161,3.2110824443353914,75.57
7307,73,2023.0,267536.0,309.2,68.92,14791.0,1.0,5237.433999999999,73.8577574170444,18.087756067879116,22.132897321884933,1744542389.5707521,2.824092866850447,75.59
7208,72,2023.0,454510.0,77.25,67.11,21652.0,1.0,8294.79,72.76971608460636,20.991594309994458,13.959301839599112,1566847428.9863038,2.6103132207084205,77.95
8208,82,2022.0,63231.0,21.18,61.64,1871.0,1.0,773.5310000000001,70.76103232764676,33.79529663281667,125.17399195296633,1574764423.859456,2.4187783036491104,76.03
6207,62,2022.0,100509.0,15.67,71.11,7316.0,1.0,1560.46,73.6461978757177,13.73824494259158,49.149413426872606,1382214405.577564,4.6883611242838645,74.66
1604,16,2022.0,441174.0,101.54,68.4,27834.0,1.0,9840.69,61.03788335433984,15.850183229144212,11.497215779262774,81923457.02400002,2.8284601994372345,72.43
3671,36,2022.0,1931640.0,11738.92,78.9,182409.0,1.0,50425.81,72.91006023736833,10.58960906534217,2.6926800157886954,636555113.4240001,3.6173737219094746,67.12
3328,33,2022.0,1623595.0,1853.21,69.53,40770.0,1.0,30646.62,67.62600918566731,39.82327691930341,8.244721245450085,366053503.55775297,1.330326150159463,70.55
3303,33,2022.0,1019840.0,1311.46,69.54,28824.0,1.0,18612.08,67.56799240428614,35.381626422425754,11.66674780266445,366211466.8050961,1.548671615423961,73.66
7105,71,2022.0,241680.0,165.91,72.89,10527.0,1.0,3452.36,75.71584819978143,22.958107722998005,36.787411282321656,1952183097.0663292,3.049218505601965,74.16
5102,51,2022.0,469300.0,559.14,76.75,23681.0,1.0,7961.965000000001,74.79356019203802,19.817575271314556,19.0912829641907,1175913847.546875,2.97426577484327,74.88
7602,76,2022.0,490493.0,236.41,64.79,14843.0,1.0,7245.608,71.92920317667856,33.045408610119246,18.32323925345281,1570909349.2204645,2.048551343103298,75.16
1608,16,2023.0,424190.0,77.21,66.67,11090.0,1.0,6233.972000000001,60.281379318652824,38.2497745716862,26.721437598106405,75863230.198528,1.778962112758928,71.83
1219,12,2023.0,430533.0,475.75,70.31,43775.0,1.0,6691.228999999999,59.58276879413668,9.835134209023416,7.940084769640206,50051118.35390401,6.5421464427536415,73.35
3213,32,2023.0,1639931.0,865.88,70.7,49692.0,1.0,25286.778,67.89692500733285,33.00191177654351,7.111672764227643,361874680.8320001,1.9651376699712397,78.94
1409,14,2023.0,669996.0,75.44,70.78,94740.0,4.0,10525.473000000002,61.000213202930965,7.0719442685243825,3.742814424234748,69500470.756192,9.001020666719679,73.31
7605,76,2022.0,198608.0,65.25,68.61,13185.0,1.0,2914.227,74.02256734399654,15.06317785362154,24.49526396518771,1865475039.880656,4.52435585834597,73.35
1104,11,2022.0,228308.0,53.82,70.32,5829.0,1.0,3333.3,58.756058998925695,39.167610224738375,59.6544067195059,42074789.94892798,1.7487174871748716,72.38
5104,51,2022.0,524000.0,1423.91,78.39,27944.0,1.0,19669.85,75.59190376924926,18.751789292871457,17.238259759483253,1252917125.8001192,1.4206514030356105,74.97
1571,15,2022.0,619600.0,3529.88,79.58,36184.0,1.0,15968.8,65.65206145001662,17.123590537254035,13.928207547866458,113395108.9302,2.2659185411552527,78.98
7373,73,2023.0,192763.0,705.47,79.45,10500.0,1.0,3483.32,79.37964604442548,18.35838095238095,47.763088916666675,2672559758.7876253,3.014365605227197,73.15
3404,34,2023.0,1157290.0,2013.31,84.77,59432.0,1.0,22577.452,74.87833699824326,19.47250639386189,10.249583176285501,704181130.796948,2.6323608173322657,75.77
5307,53,2022.0,218059.0,74.46,62.26,3363.0,1.0,3567.518,67.67510353450997,64.84061849539103,71.76298280582812,677921001.4933839,0.9426721883393441,71.85
5317,53,2022.0,315427.0,228.02,63.15,4176.0,1.0,3266.995,68.17205121856452,75.53328544061303,60.3058682650862,707410992.2028749,1.2782388708889973,72.74
8272,82,2023.0,116623.0,68.47,72.4,3511.0,1.0,2100.994,76.75492111172974,33.21646254628311,108.08983879236688,2551781022.976001,1.6711137680545494,79.5
6108,61,2023.0,262404.0,8.79,67.67,13141.0,1.0,4906.33,71.71050879661175,19.96834335286508,23.580885751693177,1153050157.566023,2.6783767092714923,74.57
1220,12,2022.0,267275.0,67.74,70.93,14375.0,1.0,5340.204,59.85180145171776,18.59304347826087,24.824586668313053,51386894.40340802,2.691844731025257,71.24
7317,73,2022.0,374316.0,128.98,71.36,19981.0,1.0,5812.505999999999,75.16534570767602,18.733596917071218,18.18642367529153,1936467641.7290242,3.437587849371683,72.83
3376,33,2023.0,282781.0,7126.54,77.02,19162.0,1.0,7141.637,71.30098989150335,14.757384406638138,23.843483582507044,497551938.49231195,2.683138333690161,75.98
1276,12,2023.0,303272.0,3352.92,77.6,14460.0,1.0,5736.678000000001,62.99805203987025,20.9731673582296,32.315945781466105,67289554.94399998,2.520622562395867,73.26
1508,15,2022.0,344800.0,53.37,69.78,19698.0,1.0,5589.261,61.13499860169626,17.50431515889938,17.249271669814195,76449634.50420001,3.5242583948038924,76.25
5303,53,2022.0,373259.0,72.67,65.04,8483.0,1.0,5692.606000000001,69.16341924338406,44.000825179771304,32.43337404974657,772846664.5877763,1.4901786633397778,69.96
6303,63,2022.0,570347.0,122.17,70.72,21071.0,1.0,13051.24,73.57303485456063,27.067865787100754,16.785783173461155,1403808458.637312,1.6144826085490727,72.89
5312,53,2022.0,169383.0,97.59,68.26,3819.0,1.0,2691.034,70.86881883065129,44.352710133542814,83.28162555014404,893409551.0845842,1.4191570972347431,71.51
5305,53,2023.0,271277.0,103.41,65.16,4819.0,1.0,4170.713,69.23023753933496,56.29321435982569,57.40983525544718,777132311.0336639,1.1554379311163343,68.33
1811,18,2022.0,232685.0,106.54,64.94,11953.0,1.0,3671.6770000000006,60.45219019116149,19.466661089266292,22.91183818154438,88732325.378016,3.255460651903748,71.53
3204,32,2022.0,3718660.0,2103.36,73.16,143002.0,1.0,46835.19,69.04406576191381,26.00425168878757,2.7382870903623724,400978463.22790396,3.0533024420313017,74.24
5318,53,2023.0,166063.0,118.94,67.07,2670.0,1.0,2487.025,70.25760767964097,62.19588014981274,112.99875477265914,847494050.7575867,1.0735718378383812,70.83
7311,73,2022.0,816013.0,178.66,67.01,43641.0,1.0,14811.52,72.83162602339503,18.698311221099424,6.894839488118972,1603483790.5482295,2.9464227844272566,73.01
7171,71,2022.0,454606.0,2800.16,79.66,43920.0,1.0,10624.11,79.2365444169942,10.350774134790528,11.509556117850636,2548224011.3725357,4.133993341559904,74.81
1201,12,2022.0,149249.0,174.88,63.69,4536.0,1.0,2127.24,56.589725428377854,32.90321869488536,56.956159922619044,37202852.362895995,2.1323404975461164,71.09
3174,31,2022.0,2458707.0,19669.66,82.51,540753.0,1.0,73854.78,73.23798287532323,4.546820822075883,1.0387734090259326,539812763.598211,7.32184159237899,72.82
3307,33,2022.0,896346.0,910.29,68.89,21587.0,1.0,13368.26,67.26151271774889,41.522490387733356,15.145243589614118,356038066.59884095,1.6147950443812433,71.97
1808,18,2023.0,431623.0,98.41,70.02,28197.0,1.0,6978.347,62.75826926390296,15.307408589566267,12.174844274497284,111227283.21859197,4.040641716440871,72.9
3671,36,2023.0,1950580.0,11854.03,79.46,206597.0,1.0,46605.155000000006,73.16834567261542,9.441473012676854,2.428408091772871,650205567.1906558,4.432921637102162,69.49
1703,17,2023.0,306201.0,69.2,70.28,12491.0,1.0,5728.498000000001,62.373106409899606,24.513729885517574,27.790608114002083,100321288.440128,2.1805017650350926,71.95
9429,94,2022.0,110676.0,8.55,34.1,1413.0,1.0,1950.324,53.44063679338222,78.32696390658174,28.06215215852796,350363490.3560001,0.724495006983455,71.65
9112,91,2023.0,40117.0,14.46,57.82,320.0,1.0,621.725,69.32782122713071,125.365625,604.065849275,1600726175.310808,0.5146970123446861,76.17
1307,13,2023.0,547578.0,245.29,73.98,26163.0,1.0,8016.38,61.71755456587366,20.929480564155487,15.475883071207434,68427344.36584802,3.263692589423156,71.24
6472,64,2023.0,872304.0,1216.67,82.32,89289.0,1.0,21880.0,79.61808117096503,9.769445284413534,6.247670633202297,2284946485.9361277,4.080850091407679,75.65
8105,81,2023.0,107367.0,16.71,65.01,4436.0,1.0,2225.432,72.56780742292634,24.20356176735798,61.93682811113617,1802646359.6960614,1.9933208473680617,79.96
1508,15,2023.0,350800.0,54.3,70.63,21183.0,2.0,5743.963,61.50621856353033,16.560449416985318,16.633366333710992,79277534.78557499,3.6878719448575836,79.89
1402,14,2022.0,464076.0,56.6,70.46,54185.0,1.0,6617.32,60.82035837681345,8.564658115714682,6.4557817354618425,68562080.53385599,8.188360242515097,71.9
6472,64,2022.0,865911.0,1207.75,81.43,83354.0,2.0,21434.79,79.18651739532214,10.388355687789428,6.477789910586176,2211633972.0478725,3.8887248253890054,73.41
5105,51,2023.0,214600.0,681.27,73.11,10080.0,2.0,3853.444,73.00343712677383,21.28968253968254,38.76768067767858,1016414153.4218311,2.615841828764087,77.31
1810,18,2022.0,408415.0,653.46,70.98,12842.0,1.0,5939.62,63.196338666227824,31.8030680579349,27.846801525619068,115865194.56220803,2.162091177550079,71.48
8108,81,2022.0,82560.0,9.56,63.07,2264.0,1.0,1299.283,71.47977732888131,36.466431095406364,110.81334648542402,1646032973.282523,1.7424995170413222,75.92
8204,82,2023.0,255384.0,31.54,65.83,17727.0,1.0,4732.576999999999,73.12254254548398,14.406498561516331,16.09297440553957,1918223777.5977879,3.7457393720165575,80.65
7414,74,2022.0,117630.0,140.54,65.29,2794.0,1.0,2065.578,72.00387822471129,42.10093056549749,99.61244591589123,1524064844.2161644,1.352648023942935,75.7
7409,74,2023.0,68950.0,39.27,69.7,4049.0,1.0,1011.029,74.39025774906331,17.028896023709557,83.62777796986911,1854222188.548,4.004830721967421,76.45
5101,51,2023.0,330100.0,392.14,74.04,15613.0,1.0,5976.53,73.4595472874795,21.142637545635047,25.996379636456805,1055697717.1616641,2.6123854477430886,76.7
7372,73,2022.0,155912.0,1738.73,78.54,8697.0,1.0,2838.9,78.9225376617676,17.92710129929861,55.70615980958953,2581775118.5632567,3.0635105146359503,73.37
6409,64,2022.0,159073.0,47.73,72.55,13129.0,1.0,3503.4,74.66092184040184,12.1161550765481,29.08577244077995,1564127667.712,3.747502426214534,73.31
5314,53,2023.0,150521.0,117.0,64.0,3747.0,1.0,2498.307,68.62480101055807,40.17107018948492,69.96103549506272,736362496.0,1.4998156751752287,70.51
3374,33,2023.0,1694743.0,4535.04,84.43,248903.0,1.0,43153.47,74.64668373668977,6.808849230423097,2.4180219374897054,655417823.6803231,5.767855980063712,75.07
6405,64,2022.0,236325.0,6.92,75.74,60158.0,2.0,4980.19,76.27923981181453,3.9284051996409457,7.222416224342563,1779655127.9575036,12.079458815828312,72.74
7205,72,2022.0,305890.0,59.67,66.25,13781.0,1.0,4423.29,72.29856029308662,22.1965024308831,21.09973083411944,1507379625.0,3.115554259386113,75.27
1403,14,2022.0,660747.0,52.38,67.37,83164.0,6.0,9692.371,59.477631242647234,7.945108460391515,3.67675144958155,59931578.08038801,8.580356653702175,72.43
1107,11,2022.0,202858.0,69.28,72.34,12730.0,1.0,3702.16,59.61707301441915,15.935428122545169,29.73768176779262,45805843.357384,3.4385331806296864,72.36
1206,12,2023.0,213850.0,105.76,76.38,9656.0,2.0,3506.72,62.007777770157944,22.14685169842585,46.146812144987564,64165481.00236799,2.7535702879043664,74.15
6102,61,2023.0,298979.0,55.4,69.53,11146.0,1.0,5194.240999999999,72.68116248019787,26.823883007356898,30.157660611609543,1250766838.143617,2.145838054106462,72.86
6210,62,2023.0,138199.0,15.36,69.6,6995.0,1.0,2486.03,72.86410574381586,19.756826304503218,48.19921887062186,1296018192.3839996,2.8137230845967265,77.59
1303,13,2022.0,397829.0,106.43,70.02,15781.0,1.0,5755.86,60.01738144491483,25.209365692921867,21.753633103605598,58016700.197351985,2.741727561129006,71.24
7271,72,2022.0,381572.0,965.86,82.02,28445.0,1.0,7407.37,80.52712581337467,13.414378625417472,19.39783928310775,2860383655.1070714,3.840094392476682,73.57
1471,14,2022.0,1007540.0,1593.45,82.06,144559.0,1.0,35650.33,66.07140114774252,6.969749375687436,3.822516798096279,108305524.339936,4.054913376678421,71.42
3273,32,2023.0,2469589.0,14760.56,83.04,351284.0,1.0,60473.29800000001,73.75271579495754,7.0301778617870445,1.6300602317896635,586356816.3471361,5.808910901469273,80.0
5301,53,2022.0,149804.0,197.78,64.43,2583.0,1.0,2591.1509999999994,68.83529087853536,57.9961285327139,103.54758819473484,751304747.6423633,0.9968542937096296,71.58
7314,73,2022.0,325058.0,177.4,72.06,16699.0,1.0,4718.63,75.52962896837843,19.465716509970658,22.40744342870831,1994015333.4614642,3.5389509243148964,73.84
7309,73,2023.0,355613.0,400.06,70.59,32667.0,1.0,6703.489,74.74952421841321,10.886001163253436,10.767634199008176,1874456066.6936915,4.873133975456661,75.97
3202,32,2023.0,2851890.0,687.92,68.49,82317.0,2.0,46376.976,66.79892854707069,34.64521301796713,3.9029408026167127,328989059.12217593,1.774954020287998,79.16
1205,12,2023.0,323102.0,85.17,74.65,10490.0,1.0,3638.134000000001,61.29435328696911,30.80095328884652,39.656460402764544,59903462.82600001,2.8833462428816525,73.96
3320,33,2022.0,1192811.0,1123.16,73.15,35011.0,3.0,15051.64,69.34352431668529,34.0696066950387,11.179914337636745,426256359.17287505,2.3260588214971922,70.35
6411,64,2022.0,27201.0,1.78,68.75,3169.0,1.0,558.46,72.68192973188819,8.58346481539918,102.54060330545913,1331000000.0,5.674533538659886,74.67
5203,52,2023.0,1391382.0,519.2,68.41,24578.0,1.0,20473.756,70.77515892335799,56.6108715111075,13.026034718894945,865696095.0919838,1.2004636569860458,72.29
9435,94,2022.0,136365.0,34.77,49.25,1359.0,1.0,2440.276,64.22849408751479,100.34216335540839,87.90209942972774,1055539309.8125,0.5569042190309621,70.71
7315,73,2023.0,419338.0,221.1,72.84,25146.0,1.0,6211.013000000001,75.93847371488455,16.676131392666825,15.368833305654976,2059470291.998016,4.0486149360820844,74.21
9410,94,2023.0,123360.0,18.9,57.91,5014.0,1.0,2333.127,69.62664742000332,24.6031112883925,38.73257452552851,1715996516.9369557,2.1490471800292057,69.59
3578,35,2023.0,2893698.0,8630.69,83.45,715295.0,1.0,65701.66,74.7484738397993,4.045460963658351,0.8124447446508085,711893637.9406251,10.887015640091894,73.43
3603,36,2023.0,3362610.0,3504.14,73.43,173303.0,1.0,66656.64700000001,70.17708488182289,19.403068613930515,2.284622785566321,513127849.4586721,2.5999357573446495,70.72
7503,75,2022.0,149297.0,34.16,66.53,7534.0,1.0,2156.26,72.78174908818112,19.81643217414388,39.086515407087866,1656437664.8081248,3.494012781389999,74.25
3301,33,2023.0,2007829.0,892.65,71.83,132425.0,3.0,35760.807,68.66637788982744,15.162008684160845,2.798643741642439,403594722.863343,3.703076387509935,74.31
6474,64,2023.0,187852.0,1160.44,81.56,68106.0,1.0,3882.95,79.25249174667736,2.758229818224532,7.966109599976509,2222243268.2639365,17.539757143409005,75.46
2103,21,2023.0,83668.0,42.29,74.21,23520.0,1.0,1272.58,65.91074783503342,3.557312925170068,17.376006779804417,180229502.64230096,18.482138647472066,76.28
1905,19,2023.0,206972.0,57.38,68.51,11372.0,1.0,3071.02,62.51044787987607,18.200140696447416,28.27646087328527,116083128.61141104,3.7030042135837604,76.33
9101,91,2023.0,90286.0,6.3,69.72,5811.0,1.0,1510.4240000000002,76.11840076063407,15.537084839098261,58.32050284770262,2806434560.5994873,3.847264079490262,76.02
3515,35,2022.0,2103401.0,2944.83,81.02,245227.0,1.0,47066.61,73.4922246724993,8.577363014676198,2.1687447026958693,651497577.5797999,5.210211655353976,75.08
1706,17,2022.0,196571.0,47.4,69.12,6217.0,1.0,2899.428,61.87085067923558,31.618304648544314,53.11660648672994,95435297.39059201,2.1442160315758834,68.35
3310,33,2022.0,1275850.0,1946.2,76.95,46592.0,1.0,23470.34,71.0953901386858,27.38345638736264,9.779451995514252,496196563.6113751,1.9851438027740544,71.27
7407,74,2022.0,114620.0,254.45,70.85,5241.0,1.0,2945.56,74.99916751573828,21.869872161801183,67.85867947433694,1947524829.0484993,1.7792881489428156,74.96
1401,14,2022.0,345850.0,45.17,71.09,44910.0,1.0,5080.06,61.085642050481304,7.700957470496548,7.9998618576931655,70417664.02168402,8.840446766376774,68.69
