id_kab,id_prov,year,total_area (km2),population,densities,traffic_density,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,happiness_score
1701,17,2022,1186.7,170093.0,143.33,0,71.42,6713.0,1,2769.738,66.6
1702,17,2022,1515.76,281281.0,185.57,0,71.45,10993.0,1,4599.042,70.1
1703,17,2022,4424.6,302833.0,68.44,0,69.77,12319.0,1,6920.77,69.74
1704,17,2022,2556.0,129661.0,50.73,0,67.77,4227.0,1,2453.467,69.52
1706,17,2022,4147.0,196571.0,47.4,0,69.12,6217.0,1,2899.428,68.35
1707,17,2022,1665.28,107248.0,64.4,0,68.12,3889.0,1,2940.98,71.05
1709,17,2022,1223.94,119814.0,97.89,0,68.47,6545.0,1,2504.164,70.73
1771,17,2022,151.7,384841.0,2536.86,1,80.99,28090.0,1,8774.539,68.5
1801,18,2022,3368.14,303397.0,90.08,0,68.39,8280.0,1,4540.467000000001,69.63
1802,18,2022,4654.96,652898.0,140.26,0,67.22,18096.0,1,13345.24,70.51
1803,18,2022,2219.46,1081115.0,487.11,0,69.0,51481.0,1,19385.409,73.57
1804,18,2022,5325.03,1127946.0,211.82,0,70.58,49710.0,2,18035.425000000003,72.25
1805,18,2022,4546.0,1500022.0,329.97,0,70.8,82454.0,2,28584.199000000004,73.65
1806,18,2022,2667.0,635129.0,238.14,0,68.33,27046.0,1,9263.122,72.04
1807,18,2022,3921.63,481036.0,122.66,0,68.04,16153.0,1,7008.61,70.68
1808,18,2022,4386.0,431208.0,98.31,0,69.53,25983.0,1,6765.370000000001,68.28
1809,18,2022,1173.77,487153.0,415.03,0,66.7,18601.0,1,8113.452000000002,73.51
1810,18,2022,625.0,408415.0,653.46,0,70.98,12842.0,1,5939.62,71.48
1811,18,2022,2184.0,232685.0,106.54,0,64.94,11953.0,1,3671.6770000000006,71.53
1812,18,2022,1201.15,289620.0,241.12,0,67.13,13233.0,1,4178.77,70.48
1813,18,2022,2953.0,164816.0,55.81,0,65.14,5345.0,1,2367.992,71.37
1871,18,2022,197.22,1209937.0,6134.96,1,78.01,67882.0,1,28705.76,72.95
1901,19,2022,3028.79,334344.0,110.39,0,72.95,17959.0,2,4881.42,72.79
1902,19,2022,2293.69,186331.0,81.24,0,73.38,12322.0,1,2686.46,73.67
1903,19,2022,2884.15,209413.0,72.61,0,70.12,16761.0,1,3438.288,74.58
1904,19,2022,2279.11,205510.0,90.17,0,71.4,10523.0,1,3006.11,73.49
1905,19,2022,3607.08,202263.0,56.07,0,67.95,10693.0,1,2996.69,74.32
1906,19,2022,2506.91,130463.0,52.04,0,72.29,9785.0,1,1858.52,75.91
1971,19,2022,118.4,226297.0,1911.29,0,79.24,17278.0,1,5100.722,74.08
2101,21,2022,1524.0,266177.0,174.66,0,72.65,15554.0,1,6800.82,74.29
2102,21,2022,1946.13,165781.0,85.18,0,74.99,22996.0,1,2040.99,75.82
2103,21,2022,2009.04,83102.0,41.36,0,73.47,24265.0,1,1247.51,74.18
2104,21,2022,2117.72,102853.0,48.57,0,66.57,4853.0,1,1037.66,73.38
2105,21,2022,590.14,49632.0,84.1,0,69.61,19909.0,1,481.8,75.48
2171,21,2022,3868.97,1236010.0,319.47,0,81.67,194836.0,1,41346.16,74.67
2172,21,2022,144.56,239854.0,1659.2,0,79.64,21792.0,1,5690.54,74.87
3101,31,2022,10.73,28262.0,2633.92,1,72.79,10126.0,1,653.11,72.98
3203,32,2022,3840.16,2542793.0,662.16,0,65.94,53989.0,1,44213.348,74.85
3205,32,2022,3074.07,2627220.0,854.64,0,67.41,66591.0,1,40596.96,73.51
3206,32,2022,2551.19,1906288.0,747.22,0,66.84,42660.0,1,32972.892,72.21
3208,32,2022,1110.56,1196017.0,1076.95,0,70.16,29520.0,1,21878.21,73.16
3210,32,2022,1204.24,1335460.0,1108.96,0,68.56,37777.0,1,23343.498,74.72
3211,32,2022,1518.33,1167033.0,768.63,0,72.69,40025.0,1,16159.2,74.65
3212,32,2022,2040.11,1871832.0,917.52,0,68.55,90773.0,2,40648.11,73.21
3213,32,2022,1893.95,1624386.0,857.67,0,69.87,46160.0,1,25447.993,74.3
3214,32,2022,825.74,1028569.0,1245.63,0,71.56,76478.0,1,18010.424,74.13
3215,32,2022,1652.2,2505247.0,1516.31,0,71.74,268229.0,1,36643.65,73.61
3271,32,2022,118.5,1063513.0,8974.79,1,77.17,52915.0,1,27172.76,74.7
3272,32,2022,48.25,356410.0,7386.74,1,75.4,14192.0,1,6582.84,73.52
3274,32,2022,37.36,341235.0,9133.7,1,75.89,26618.0,1,7367.15,75.91
3279,32,2022,113.49,206457.0,1819.16,0,72.55,4929.0,1,3126.78,75.36
3302,33,2022,1328.0,1806013.0,1359.95,0,73.17,62817.0,1,19596.45,72.08
3303,33,2022,777.64,1019840.0,1311.46,0,69.54,28824.0,1,18612.08,73.66
3305,33,2022,1281.11,1376825.0,1074.71,0,70.79,32615.0,2,16901.34,72.34
3306,33,2022,1034.84,778257.0,752.06,0,73.6,21353.0,1,10569.42,71.99
3307,33,2022,984.68,896346.0,910.29,0,68.89,21587.0,1,13368.26,71.97
3308,33,2022,1085.73,1312573.0,1208.93,0,70.85,37432.0,1,18369.352,71.94
3309,33,2022,1096.35,1079952.0,985.04,0,74.97,38789.0,1,10678.13,70.75
3310,33,2022,655.56,1275850.0,1946.2,0,76.95,46592.0,1,23470.34,71.27
3311,33,2022,466.66,916627.0,1964.23,0,77.94,42781.0,1,13210.11,72.88
3312,33,2022,1941.28,1057087.0,544.53,0,71.04,33692.0,1,12691.79,73.48
3313,33,2022,774.0,947642.0,1224.34,0,76.58,43088.0,1,13706.6,73.44
3314,33,2022,941.55,992243.0,1053.84,0,74.65,44243.0,1,21541.74,70.99
3315,33,2022,2022.25,1470150.0,726.99,0,70.97,31807.0,1,31002.18,73.04
3316,33,2022,1820.95,888224.0,487.78,0,69.95,30960.0,2,13981.18,71.97
3317,33,2022,1014.08,650770.0,641.73,0,71.0,22107.0,1,9202.6,72.58
3318,33,2022,1503.68,1339572.0,890.86,0,73.14,50119.0,1,24622.39,72.71
3319,33,2022,425.2,856472.0,2014.28,1,75.89,114565.0,1,16357.9,69.66
3320,33,2022,1062.01,1192811.0,1123.16,0,73.15,35011.0,3,15051.64,70.35
3321,33,2022,897.43,1223217.0,1363.02,0,73.36,30252.0,1,26366.64,72.12
3322,33,2022,950.21,1068492.0,1124.48,0,74.67,56640.0,1,19342.15,72.04
3323,33,2022,870.65,799764.0,918.58,0,70.77,24726.0,1,14605.04,71.98
3324,33,2022,1002.23,1033367.0,1031.07,0,73.19,49666.0,1,14965.29,73.12
3325,33,2022,788.6,813791.0,1031.94,0,69.45,25444.0,1,20705.54,71.25
3326,33,2022,836.13,986455.0,1179.79,0,70.81,25962.0,1,14256.96,70.96
3327,33,2022,1115.0,1500754.0,1345.97,0,67.19,29915.0,1,21669.45,73.06
3328,33,2022,876.1,1623595.0,1853.21,0,69.53,40770.0,1,30646.62,70.55
3329,33,2022,1769.62,2010617.0,1136.19,0,67.03,53709.0,2,36693.76,72.65
3373,33,2022,56.78,195065.0,3435.45,1,84.35,15381.0,1,4166.83,73.36
3375,33,2022,45.25,309742.0,6845.13,1,75.9,12591.0,1,6038.875999999999,70.84
3376,33,2022,39.68,278299.0,7013.58,1,76.15,17680.0,1,7936.6,73.23
3401,34,2022,586.3,440680.0,751.63,0,75.46,14315.0,1,6473.07,73.34
3402,34,2022,506.85,1000800.0,1974.55,0,80.69,31183.0,1,21936.344,72.63
3403,34,2022,1485.36,749710.0,504.73,0,70.96,22749.0,1,13787.19,70.61
3404,34,2022,574.82,1145850.0,1993.41,0,84.31,54702.0,1,21780.73,71.2
3502,35,2022,1371.78,964253.0,702.92,0,71.87,23028.0,1,13955.26,74.97
3504,35,2022,1055.65,1105337.0,1047.07,0,74.06,44133.0,1,20214.89,72.17
3506,35,2022,1386.05,1656020.0,1194.78,0,73.46,46650.0,1,24008.24,71.83
3507,35,2022,3530.65,2685900.0,760.74,0,71.38,117422.0,3,35061.41,72.11
3508,35,2022,1790.9,1137227.0,635.0,0,66.95,36664.0,1,19144.61,74.98
3509,35,2022,3306.69,2567718.0,776.52,0,67.97,88030.0,4,37036.24,72.48
3510,35,2022,5782.5,1731731.0,299.48,0,71.94,93279.0,1,29707.85,72.37
3512,35,2022,1638.5,691260.0,421.89,0,68.25,23129.0,1,9389.17,73.29
3513,35,2022,1696.17,1159965.0,683.87,0,66.96,38933.0,1,16876.05,74.74
3514,35,2022,1474.02,1619035.0,1098.38,0,69.68,172654.0,1,25874.765,71.1
3516,35,2022,692.15,1133584.0,1637.77,0,74.89,95798.0,2,16832.26,73.97
3518,35,2022,1224.33,1117033.0,912.36,0,72.93,30820.0,3,16210.77,71.89
3520,35,2022,688.84,678343.0,984.76,0,74.85,21195.0,1,10064.79,73.33
3522,35,2022,2307.06,1315125.0,570.04,0,70.12,100493.0,2,13727.14,73.98
3524,35,2022,1752.21,1371509.0,782.73,0,74.02,45441.0,1,8324.09,73.48
3527,35,2022,1233.0,984162.0,798.18,0,63.39,23009.0,2,16951.13,75.63
3528,35,2022,792.2,857818.0,1082.83,0,66.99,19263.0,1,10114.06,73.02
3529,35,2022,2093.47,1136632.0,542.94,0,67.87,40255.0,1,13219.79,72.3
3571,35,2022,63.4,289418.0,4564.66,1,79.59,152778.0,1,6518.37,74.44
3572,35,2022,32.58,151960.0,4664.21,1,79.93,7834.0,1,2773.27,72.5
3573,35,2022,110.06,846126.0,7687.86,1,82.71,84807.0,1,27914.84,73.76
3575,35,2022,35.29,211497.0,5993.11,1,76.54,9453.0,1,5329.73,74.35
3576,35,2022,20.21,134350.0,6647.7,1,79.32,7637.0,1,2442.03,73.46
3577,35,2022,33.23,199192.0,5994.34,1,82.01,15819.0,1,4421.98,73.32
3579,35,2022,199.09,216735.0,1088.63,0,77.22,18588.0,1,4935.95,72.36
3601,36,2022,2746.0,1298850.0,473.0,0,65.84,32077.0,1,18445.453,68.32
3602,36,2022,3305.07,1417350.0,428.84,0,64.71,33475.0,2,21588.52,65.11
3672,36,2022,162.51,445060.0,2738.66,1,73.95,120767.0,1,8316.91,66.73
3673,36,2022,266.74,712410.0,2670.8,1,72.98,36724.0,1,21346.4,67.41
3674,36,2022,147.19,1378710.0,9366.87,1,81.95,96137.0,1,35500.94,69.84
5101,51,2022,841.8,327900.0,389.52,0,73.58,14532.0,1,5947.29,73.83
5102,51,2022,839.33,469300.0,559.14,0,76.75,23681.0,1,7961.965000000001,74.88
5103,51,2022,418.5,549500.0,1313.02,0,82.13,55290.0,1,11947.46,75.02
5104,51,2022,368.0,524000.0,1423.91,0,78.39,27944.0,1,19669.85,74.97
5105,51,2022,315.0,214000.0,679.37,0,72.55,9210.0,3,3764.36,75.01
5106,51,2022,520.81,267100.0,512.85,0,70.26,7338.0,1,4083.61,75.27
5108,51,2022,1366.0,825100.0,604.03,0,73.45,35805.0,1,14328.37,75.12
5171,51,2022,127.78,726800.0,5687.9,1,84.37,54634.0,1,31631.27,76.14
5201,52,2022,1053.92,742074.0,704.11,0,69.41,16562.0,1,10533.61,68.27
5203,52,2022,2679.88,1368136.0,510.52,0,67.59,22600.0,1,19620.96,69.27
5204,52,2022,6643.98,522357.0,78.62,0,68.89,16108.0,2,9482.04,70.17
5205,52,2022,2324.55,243404.0,104.71,0,69.15,7826.0,1,3419.4790000000003,70.33
5206,52,2022,4389.0,527664.0,120.22,0,67.57,12734.0,1,10110.21,69.3
5207,52,2022,1742.27,150338.0,86.29,0,72.65,31512.0,1,2707.1230000000005,71.22
5208,52,2022,809.53,254145.0,313.94,0,65.7,5051.0,1,3744.61,70.25
5271,52,2022,61.3,437162.0,7131.52,1,79.59,21182.0,1,9643.69,67.91
5301,53,2022,757.41,149804.0,197.78,0,64.43,2583.0,1,2591.1509999999994,71.58
5303,53,2022,5136.51,373259.0,72.67,0,65.04,8483.0,1,5692.606000000001,69.96
5304,53,2022,3933.15,467732.0,118.92,0,62.73,8810.0,1,7323.390000000001,71.82
5306,53,2022,1127.25,226307.0,200.76,0,63.22,5036.0,1,3220.28,70.67
5307,53,2022,2928.56,218059.0,74.46,0,62.26,3363.0,1,3567.518,71.85
5308,53,2022,1268.11,139436.0,109.96,0,65.47,2017.0,1,2227.56,73.32
5309,53,2022,1748.52,284122.0,162.49,0,64.93,5643.0,1,3803.861,72.06
5310,53,2022,1671.65,330429.0,197.67,0,66.06,5703.0,1,4318.03,70.2
5311,53,2022,2085.24,275785.0,132.26,0,67.97,6793.0,1,3980.226,70.88
5312,53,2022,1735.64,169383.0,97.59,0,68.26,3819.0,1,2691.034,71.51
5313,53,2022,1343.83,323054.0,240.4,0,65.83,5097.0,1,3240.843,70.22
5315,53,2022,3129.0,265613.0,84.89,0,64.92,3884.0,1,3097.24,70.27
5316,53,2022,1789.66,88706.0,49.57,0,62.71,1303.0,1,1296.556,73.3
5317,53,2022,1383.31,315427.0,228.02,0,63.15,4176.0,1,3266.995,72.74
5320,53,2022,460.96,91877.0,199.32,0,57.9,1546.0,1,1412.176,73.93
5321,53,2022,1109.16,188493.0,169.94,0,61.34,3144.0,1,2541.98,69.41
5371,53,2022,159.33,458253.0,2876.13,1,80.2,26200.0,1,8319.26,72.57
6101,61,2022,6395.7,641271.0,100.27,0,67.95,24423.0,5,11611.2,71.39
6104,61,2022,2797.88,308804.0,110.37,0,66.94,9956.0,1,3066.97,72.79
6105,61,2022,12857.7,497280.0,38.68,0,66.91,23847.0,6,8984.18,73.7
6106,61,2022,31588.0,584946.0,18.52,0,67.92,34314.0,5,11767.271000000002,72.69
6107,61,2022,21635.0,432206.0,19.98,0,67.86,17330.0,1,7303.894,72.07
6108,61,2022,29842.0,258989.0,8.68,0,66.7,12187.0,1,4866.38,72.94
6109,61,2022,5444.2,216862.0,39.83,0,65.58,7884.0,1,3836.493,73.48
6110,61,2022,10640.8,235669.0,22.15,0,66.81,6177.0,1,3806.898,74.36
6111,61,2022,4568.26,130592.0,28.59,0,63.81,4981.0,1,2265.7870000000003,72.38
6112,61,2022,6985.2,628558.0,89.98,0,68.91,35209.0,3,11293.416,73.7
6172,61,2022,504.0,242177.0,480.51,0,72.89,11922.0,1,3429.79,72.54
6204,62,2022,7020.09,133478.0,19.01,0,71.01,8132.0,1,2443.97,73.24
6205,62,2022,8300.0,158539.0,19.1,0,71.21,14298.0,1,2260.39,72.89
6206,62,2022,3827.0,65457.0,17.1,0,68.94,5460.0,1,1020.348,72.54
6207,62,2022,6414.0,100509.0,15.67,0,71.11,7316.0,1,1560.46,74.66
6208,62,2022,16404.0,168262.0,10.26,0,68.24,10809.0,1,2999.94,74.63
6209,62,2022,20382.53,166820.0,8.18,0,69.74,9966.0,1,2710.1530000000007,73.24
6210,62,2022,8997.0,136869.0,15.21,0,69.01,6465.0,1,2469.88,73.21
6211,62,2022,10804.0,140125.0,12.97,0,71.4,8135.0,1,3705.84,75.6
6212,62,2022,3834.0,115860.0,30.22,0,72.07,10948.0,1,1679.83,72.17
6213,62,2022,23700.16,114831.0,4.85,0,68.63,12999.0,1,2033.98,72.85
6271,62,2022,2853.19,301417.0,105.64,0,81.16,21955.0,1,5544.81,73.58
6301,63,2022,3631.35,358090.0,98.61,0,70.35,19022.0,1,5180.74,72.2
6302,63,2022,9442.46,326631.0,34.59,0,69.74,33266.0,1,6614.35,73.94
6303,63,2022,4668.5,570347.0,122.17,0,70.72,21071.0,1,13051.24,72.89
6304,63,2022,2996.46,319708.0,106.7,0,67.37,9868.0,2,3517.98,75.01
6308,63,2022,915.05,233428.0,255.1,0,66.84,5671.0,1,3376.83,73.33
6309,63,2022,3556.0,258525.0,72.7,0,73.13,29172.0,1,3750.78,74.08
6310,63,2022,4871.39,341137.0,70.03,0,71.79,31610.0,3,6074.35,74.59
6311,63,2022,1878.3,133789.0,71.23,0,69.73,19848.0,1,2057.63,73.18
6372,63,2022,371.38,268292.0,722.42,0,79.68,11786.0,1,6707.97,72.67
6401,64,2022,11603.94,286952.0,24.73,0,73.44,76262.0,1,4330.1,74.6
6403,64,2022,27263.1,791855.0,29.04,0,74.67,240393.0,6,11452.48,74.08
6404,64,2022,35747.5,399453.0,11.17,0,74.35,211101.0,2,7767.44,73.4
6405,64,2022,34127.17,236325.0,6.92,0,75.74,60158.0,2,4980.19,72.74
6409,64,2022,3333.0,159073.0,47.73,0,72.55,13129.0,1,3503.4,73.31
6411,64,2022,15315.0,27201.0,1.78,0,68.75,3169.0,1,558.46,74.67
6472,64,2022,716.96,865911.0,1207.75,0,81.43,83354.0,2,21434.79,73.41
6501,65,2022,38911.8,84509.0,2.17,0,72.75,17587.0,1,1415.649,77.97
6503,65,2022,3504.0,26783.0,7.64,0,68.6,8626.0,1,517.79,76.67
6504,65,2022,13564.0,204762.0,15.1,0,67.16,40151.0,1,1557.68,75.95
6571,65,2022,251.0,248182.0,988.77,0,76.68,47488.0,1,5312.909000000001,76.77
7101,71,2022,3269.3,252648.0,77.28,0,68.95,9777.0,1,4571.22,75.89
7102,71,2022,1128.45,350317.0,310.44,0,76.18,20369.0,2,6363.28,75.9
7103,71,2022,597.26,140165.0,234.68,0,71.63,5223.0,1,2039.39,75.17
7104,71,2022,1012.14,95545.0,94.4,0,70.43,2631.0,1,1610.038,76.2
7105,71,2022,1456.69,241680.0,165.91,0,72.89,10527.0,1,3452.36,74.16
7106,71,2022,995.55,229368.0,230.39,0,74.69,17226.0,1,4311.42,73.67
7109,71,2022,753.14,118023.0,156.71,0,71.48,6147.0,1,1684.1,74.89
7110,71,2022,1796.07,71481.0,39.8,0,65.9,2504.0,1,1055.35,75.56
7111,71,2022,859.97,92299.0,107.33,0,67.21,3533.0,1,1347.62,74.07
7171,71,2022,162.35,454606.0,2800.16,1,79.66,43920.0,1,10624.11,74.81
7172,71,2022,329.72,229795.0,696.94,0,74.7,20620.0,1,5805.52,75.54
7173,71,2022,169.06,101151.0,598.31,0,77.44,5034.0,1,1851.04,76.32
7174,71,2022,108.89,125405.0,1151.67,0,73.96,4413.0,1,3146.38,75.14
7201,72,2022,2385.07,123576.0,51.81,0,66.08,4569.0,1,2192.59,75.77
7203,72,2022,4486.89,176244.0,39.28,0,72.55,146772.0,1,3064.36,76.48
7204,72,2022,7545.93,252650.0,33.48,0,71.93,10891.0,1,4516.106,75.86
7205,72,2022,5126.59,305890.0,59.67,0,66.25,13781.0,1,4423.29,75.27
7206,72,2022,3700.37,228641.0,61.79,0,66.76,9697.0,1,3326.593,76.42
7207,72,2022,3723.58,148246.0,39.81,0,68.72,6713.0,1,2267.039,74.52
7208,72,2022,5805.61,446712.0,76.94,0,66.26,20061.0,1,8258.25,74.69
7210,72,2022,5225.44,266812.0,51.06,0,69.05,10600.0,1,4700.84,76.83
7211,72,2022,725.67,71345.0,98.32,0,66.22,2804.0,1,1354.99,74.71
7212,72,2022,8736.01,124006.0,14.19,0,68.97,21082.0,1,2230.88,75.4
7271,72,2022,395.06,381572.0,965.86,0,82.02,28445.0,1,7407.37,73.57
7301,73,2022,1160.36,139658.0,120.36,0,68.35,7480.0,1,2014.42,71.85
7302,73,2022,1175.53,445815.0,379.25,0,70.34,17233.0,1,6530.46,75.59
7303,73,2022,390.97,200843.0,513.7,0,69.69,12164.0,1,2956.24,72.45
7306,73,2022,1813.0,788159.0,434.73,0,70.99,25612.0,1,11575.45,72.58
7309,73,2022,888.91,352056.0,396.05,0,69.79,30482.0,1,5153.06,75.07
7310,73,2022,1201.9,186678.0,155.32,0,71.53,8878.0,1,2781.72,72.67
7311,73,2022,4567.36,816013.0,178.66,0,67.01,43641.0,1,14811.52,73.01
7312,73,2022,1385.55,237120.0,171.14,0,69.7,13742.0,1,3439.38,72.7
7314,73,2022,1832.3,325058.0,177.4,0,72.06,16699.0,1,4718.63,73.84
7315,73,2022,1896.58,413966.0,218.27,0,71.97,23765.0,1,6586.18,73.33
7316,73,2022,1806.85,231121.0,127.91,0,73.39,9025.0,1,4174.07,72.74
7317,73,2022,2902.07,374316.0,128.98,0,71.36,19981.0,1,5812.505999999999,72.83
7318,73,2022,2043.62,286451.0,140.17,0,69.88,8757.0,1,4249.27,73.54
7322,73,2022,7422.42,329892.0,44.45,0,70.51,16051.0,1,5629.493,74.43
