id_kab,id_prov,year,total_area (km2),population,densities,traffic_density,hdi,gross_regional_domestic_product,happiness_score,grdp_kapita,pca1,pca2,pca3
1117,11,2022,1941.6,168690,86.88,0,73.9,5476.0,74.78,0.0324619123836623,-0.6641979904353491,0.5490060834114954,-0.22857557188632407
1171,11,2022,59.02,257635,1779.1458999999993,1,79.81120000000004,21561.0,73.76,0.0836881634871038,1.2886449350715545,0.3857134717195926,0.21467967727106957
1172,11,2022,122.13,43208,353.79,0,76.85,1643.0,70.92,0.0380253656730235,-0.5055448296072161,0.47746209302434534,-0.024317134450208104
1173,11,2022,239.83,192630,803.19,0,77.82,6263.0,72.96,0.0325131080309401,-0.26656104587939067,0.47876317891574893,-0.17227292278010084
1174,11,2022,181.0,191396,1057.44,0,78.04,10278.0,70.69,0.0537001818219816,-0.08714168641282254,0.49051262230841136,-0.04508654809403965
1201,12,2022,853.44,149249,174.88,0,63.69,4536.0,71.09,0.0303921634315807,-1.3100331575845459,0.7533105436811188,-0.4456341026182035
1202,12,2022,6620.7,484874,73.24,0,68.05,16404.0,71.33,0.0338314696189113,-0.7663993951153676,0.7120214375137649,-0.6248973911321615
1203,12,2022,4355.35,307312,70.56,0,70.92,17052.0,71.41,0.055487582652158,-0.5945816464460791,0.6459488940016546,-0.2811329261303017
1204,12,2022,2194.98,374734,170.72,0,70.31,11635.0,71.12,0.0310486905378214,-0.7159152424445205,0.6488185657104475,-0.49682272078091066
1206,12,2022,2022.0,212133,104.91,0,75.96,8944.0,71.35,0.0421622284133067,-0.44179888861896854,0.5196100838757247,-0.1658101141561195
1207,12,2022,2561.38,508024,198.34,0,72.92,41809.0,71.09,0.0822972930412736,-0.04923406162128638,0.6617061090397386,-0.2659495117100476
1209,12,2022,4372.5,1021615,233.65,0,73.77,47286.0,69.83,0.0462855380940961,0.1930056316929384,0.6852278956895569,-0.9088685605440823
1210,12,2022,1927.8,315460,163.64,0,72.56,10717.0,70.68,0.0339726114245863,-0.605509818955861,0.5974501302620824,-0.37898508802365216
1213,12,2022,6273.29,1039926,165.77,0,71.86,51413.0,71.1,0.0494390947048155,0.1127691406819493,0.7310516412841653,-0.9481945948552537
1214,12,2022,2487.99,373674,150.19,0,63.17,8015.0,71.01,0.0214491776254168,-1.2303796716802489,0.7858745072102777,-0.7054193595578913
1215,12,2022,2297.2,202299,88.06,0,70.32,6919.0,70.04,0.03420184973727,-0.8499116277694779,0.6275077491660493,-0.32542511303730626
1217,12,2022,1444.25,139337,96.48,0,71.67,5166.0,70.82,0.0370755793507826,-0.800436377722599,0.5932790628633338,-0.2240470280138901
1218,12,2022,1900.22,667998,351.54,0,71.21,33518.0,70.89,0.0501767969365177,-0.22639066227196755,0.6910671446764922,-0.6300601696846982
1219,12,2022,904.96,416367,460.09,0,69.51,40867.0,71.03,0.0981513904800332,-0.20355138222935318,0.7305877199670339,-0.16873514519093624
1220,12,2022,3945.56,267275,67.74,0,70.93,14375.0,71.24,0.0537835562622766,-0.6430574230038523,0.6382791204417033,-0.2551461271103204
1223,12,2022,3545.8,390954,110.26,0,72.77,30282.0,71.18,0.0774566828834082,-0.2403885020664887,0.6395809280071971,-0.1899257657082767
1225,12,2022,520.34,91346,175.55,0,62.93,2173.0,70.88,0.0237886716440785,-1.435871306506581,0.7573885347941962,-0.4501270533014585
1271,12,2022,10.77,90366,1589.312,1,74.74,6340.0,70.96,0.070159130646482,1.0663601259602975,0.6211055348083899,-0.004523140423934368
1272,12,2022,60.52,179748,1234.9953000000005,1,69.86,10466.0,71.13,0.0582259607895498,-0.2243182571890836,0.6760979185681565,-0.2048185160631717
1274,12,2022,38.96,177785,1685.1438000000007,1,76.17,6931.0,70.9,0.038985291222544,0.35823369376443603,0.5500502277381915,-0.19557466508508034
1275,12,2022,265.1,1093391,1867.0551999999984,1,81.76,65511.99,70.91,0.1123101432264106,5.0778349159786105,0.9984085470087025,-1.8261932098346343
1277,12,2022,159.3,231062,1450.48,0,76.05,7385.0,71.19,0.0319611186607923,-0.22794448871588927,0.5255272752568849,-0.25432054160672973
1278,12,2022,469.4,137583,293.1,0,70.23,6477.0,70.94,0.0470770371339482,-0.8019785363640455,0.6300391833474922,-0.19710375786957193
1301,13,2022,6033.76,89401,14.82,0,62.19,5446.0,71.07,0.0609165445576671,-1.329233341102096,0.7934143081985703,-0.24255308179782734
1302,13,2022,1938.79,516518,266.41,0,70.84,16606.0,71.26,0.0321498960346009,-0.5437734819979536,0.6583922339033991,-0.6050044360971056
1303,13,2022,3738.0,397829,106.43,0,70.02,15781.0,71.24,0.039667796968044,-0.6676871172870096,0.6648245921584951,-0.4728806354255411
1304,13,2022,3130.8,240317,76.76,0,68.69,10669.0,69.86,0.044395527573996,-0.8619617512798826,0.6730209350210384,-0.33454309928569037
1305,13,2022,1336.0,376276,281.64,0,73.29,15059.0,72.1,0.0400211546843274,-0.4472336189495328,0.5966217664754899,-0.3833312128967146
1306,13,2022,1343.09,436129,324.72,0,71.63,22193.0,71.05,0.0508863203318284,-0.41316962348301356,0.6485966657825625,-0.41038019122319047
1308,13,2022,3354.0,388375,115.79,0,70.28,17901.0,71.14,0.046092050209205,-0.6134855419650921,0.6635783920627885,-0.42209155342350335
1309,13,2022,3947.63,307425,77.88,0,67.41,10391.0,70.82,0.0338001138489062,-0.9498241394524721,0.7007405990091495,-0.4830118472474701
1311,13,2022,2961.0,234713,79.27,0,72.3,12233.0,70.99,0.0521189708282029,-0.5961030358578676,0.6041873754746574,-0.2064997295071372
1312,13,2022,3887.77,442479,113.81,0,69.57,17876.0,70.84,0.0403996573848702,-0.6510302029409382,0.6808929445690314,-0.5179807372697537
1371,13,2022,694.96,919145,1322.59,0,83.29,72979.0,71.36,0.0793987890920366,1.239862617823441,0.5293693658910733,-0.44172710099378687
1373,13,2022,273.5,66413,242.83,0,73.73,4390.0,70.85,0.066101516269405,-0.5658485056269906,0.5585138160984385,0.054786904951147054
1374,13,2022,23.0,57850,1501.546699999999,1,78.78,4087.0,71.23,0.070648228176318,0.18666237716019377,0.4783136724424124,0.17527911424381792
1375,13,2022,25.24,122311,1727.9583999999998,1,81.42,10194.0,71.25,0.0833449158293203,0.920635231751082,0.4649328678243104,0.22520075453457614
1377,13,2022,73.36,96719,1318.42,0,77.65,5882.0,71.28,0.0608153516889132,-0.11606470486720667,0.49074902065072007,0.0701556473629633
1401,14,2022,7656.03,345850,45.17,0,71.09,44910.0,68.69,0.1298539829405811,-0.05964563678212295,0.7083488050719041,0.11866383344104015
1402,14,2022,6334.932,464076,56.6,0,70.46,54185.0,71.9,0.1167588929399495,-0.023944604798125612,0.7353572783114457,-0.07962929908396599
1403,14,2022,6789.693899999999,660747,52.38,0,67.37,53381.77,72.43,0.1258636058884868,0.12699585718390868,0.8497587538356856,-0.2756504654822652
1405,14,2022,6611.830300000001,477550,55.81,0,74.5,64750.04,73.78,0.2240498377133284,1.0473325134258358,0.7541510073316577,0.6083498009609386
1406,14,2022,6963.6675,878210,77.79,0,73.84,61580.21,70.76,0.117910294804204,0.760686216953154,0.7545544469256531,-0.38159273261673066
1407,14,2022,7588.13,582679,76.79,0,70.31,49614.0,71.7,0.085148083249954,-0.12718933348666178,0.7310428537744987,-0.3715585028560093
1408,14,2022,514.0,582973,1134.19,0,74.38,66786.59,73.92,0.3018527444667249,2.0914889967093404,0.8746513861750778,0.9307975412825953
1410,14,2022,3708.0,213532,57.59,0,66.52,24896.0,72.8,0.11659142423618,-0.6079559014340074,0.762441850397697,0.0642122655336229
1471,14,2022,632.3,1007540,1593.45,0,82.06,64514.19,71.42,0.1434771820473628,2.01022382685129,0.6608787764450549,-0.20138376283003762
1473,14,2022,1727.0,331832,192.14,0,75.26,45053.0,72.44,0.1357705103787458,0.24606010447307194,0.6248524663263845,0.2533404800404888
1501,15,2022,3807.0,253900,66.69,0,71.99,12226.0,76.11,0.0481528160693186,-0.6238009320972928,0.6106299456088121,-0.2530766613518046
1504,15,2022,4179.7,313200,74.93,0,70.51,24304.0,75.15,0.0775989782886334,-0.4719313329614734,0.6721674543247105,-0.167275394270172
1505,15,2022,5246.0,412800,78.69,0,70.18,32958.0,75.9,0.0798401162790697,-0.36681515572643036,0.6982196639166556,-0.2513172921909747
1506,15,2022,5426.0,234200,43.16,0,65.77,25606.0,77.35,0.10933390264731,-0.6723225282823555,0.7772317479811752,-0.012867694627242602
1508,15,2022,6461.0,344800,53.37,0,69.78,19698.0,76.25,0.0571287703016241,-0.6222062785785167,0.6765683318579117,-0.3291519196066155
1571,15,2022,175.53,619600,1636.4488999999996,1,79.58,36184.0,78.98,0.0583989670755326,0.9139809027790117,0.5518387793894898,-0.39243922302878576
1572,15,2022,391.5,99200,253.38,0,76.17,8679.0,74.61,0.0874899193548387,-0.2709563424577952,0.5267032549125515,0.2041512298166932
1602,16,2022,7077.210200000004,776690,40.83,0,68.02,34239.0,70.92,0.0440832249674902,-0.440768828936347,0.7666648465603544,-0.8228949331858554
1603,16,2022,6763.91,624019,92.26,0,69.43,62540.25,71.47,0.1820088811398371,0.6837609549777112,0.857325888652665,0.11805482059044732
1604,16,2022,4344.87,441174,101.54,0,68.4,27834.0,72.43,0.0630907533082185,-0.5630561998901008,0.7245300075181277,-0.41189337585044056
1606,16,2022,7026.2298000000055,633124,44.38,0,68.6,54460.65,71.11,0.1301988236111725,0.19991582817801765,0.8237787826412886,-0.19856793852709786
1607,16,2022,6641.760499999997,852576,71.8,0,67.93,34443.0,75.27,0.0403987445107532,-0.410231497882901,0.7729378175097967,-0.9143901779039955
1609,16,2022,4369.25,656857,150.34,0,70.23,17833.0,71.69,0.027148983720962,-0.534079055167737,0.6834452747060458,-0.7683120983103445
1610,16,2022,2382.0,422907,177.54,0,67.96,13251.0,70.74,0.0313331299789315,-0.8206088474172254,0.7032483527413991,-0.588496589825819
1611,16,2022,2256.0,357673,158.54,0,66.0,5838.0,75.74,0.0163221713688201,-1.0987074785949518,0.7222461227067638,-0.6598888935352191
1612,16,2022,1840.0,200368,108.9,0,65.75,8195.0,73.4,0.0408997444701748,-1.0940269895460415,0.7247315826805086,-0.38375368857446945
1613,16,2022,6008.55,192369,32.02,0,65.74,8549.0,72.52,0.0444406323264143,-1.0960182009948418,0.7266180311462643,-0.35449020917892143
1671,16,2022,352.5,1070662,1901.7496999999985,1,79.47,65526.2,70.97,0.1048638287209103,2.9278288422305,0.8278490079635181,-1.1434401590236833
1672,16,2022,434.46,199047,458.15,0,75.52,9208.0,72.37,0.0462604309534933,-0.39116770948312063,0.5323495961230594,-0.1437339326801517
1673,16,2022,633.66,147071,232.1,0,69.6,3256.0,74.2,0.0221389668935412,-0.9771735427271298,0.6281931776449718,-0.3649416593084443
1674,16,2022,401.5,240238,598.35,0,75.53,7688.0,71.99,0.0320015984149052,-0.412188871114911,0.5293465397275608,-0.26463278952713776
1701,17,2022,1186.7,170093,143.33,0,71.42,6713.0,66.6,0.0394666447178896,-0.7684616458921961,0.6044395089218989,-0.243157100150972
1702,17,2022,1515.76,281281,185.57,0,71.45,10993.0,70.1,0.0390819145267543,-0.6666254481121318,0.6193539999472387,-0.34349057562140795
1703,17,2022,4424.6,302833,68.44,0,69.77,12319.0,69.74,0.0406791862181466,-0.7647744794311964,0.6574083715757015,-0.387822886517974
1704,17,2022,2556.0,129661,50.73,0,67.77,4227.0,69.52,0.0326003964183524,-1.0832464264688437,0.6684459563144453,-0.3254872653105616
1706,17,2022,4147.0,196571,47.4,0,69.12,6217.0,68.35,0.0316272491873165,-0.9514790468152244,0.6495743611219298,-0.36057834501698893
1707,17,2022,1665.28,107248,64.4,0,68.12,3889.0,71.05,0.0362617484708339,-1.0583382789489437,0.6604007027709392,-0.2769174881744158
1709,17,2022,1223.94,119814,97.89,0,68.47,6545.0,70.73,0.0546263374897758,-0.9250933679970657,0.6661401370737146,-0.17280338436786183
1771,17,2022,151.7,384841,1732.3265000000008,1,80.99,28090.0,68.5,0.072991183371834,0.688075977684473,0.4896367685681992,-0.057870029694170426
1801,18,2022,3368.14,303397,90.08,0,68.39,8280.0,69.63,0.0272909751909214,-0.9311146563400929,0.6752818923476338,-0.4962350810875094
1802,18,2022,4654.96,652898,140.26,0,67.22,18096.0,70.51,0.0277164273745669,-0.7215151517964983,0.7447461328521212,-0.8266001378824637
1803,18,2022,2219.46,1081115,487.11,0,69.0,51481.0,73.57,0.0476184309717282,0.011839822518466986,0.7945031881291362,-1.0607535185033956
1804,18,2022,5325.03,1127946,211.82,0,70.58,49710.0,72.25,0.0440712587304711,0.05948252418109651,0.7621526211155023,-1.0838531945093277
1805,18,2022,4546.0,1150867,329.97,0,70.8,62641.44,73.65,0.0549685271282687,0.5758978994791031,0.8311773705935575,-1.3536575765936751
1806,18,2022,2667.0,635129,238.14,0,68.33,27046.0,72.04,0.0425834751680367,-0.5215827488159961,0.7359384777387157,-0.7045920375284156
1807,18,2022,3921.63,481036,122.66,0,68.04,16153.0,70.68,0.033579607347475,-0.7627525519915045,0.7111878081149148,-0.6242515287285723
1808,18,2022,4386.0,431208,98.31,0,69.53,25983.0,68.28,0.0602563032225747,-0.523634758590447,0.6974755546044422,-0.3947255180418724
1809,18,2022,1173.77,487153,415.03,0,66.7,18601.0,73.51,0.0381830759535505,-0.7517804057897811,0.7454823108748065,-0.6359499401150254
1810,18,2022,625.0,408415,653.46,0,70.98,12842.0,71.48,0.0314435072169239,-0.5542989402018952,0.6440383899981328,-0.5150099482896915
1811,18,2022,2184.0,232685,106.54,0,64.94,11953.0,71.53,0.0513698777316973,-1.0554756618309082,0.7530722164074134,-0.3687512005619065
1812,18,2022,1201.15,289620,241.12,0,67.13,13233.0,70.48,0.0456909053242179,-0.8767383164573854,0.7137281948873656,-0.40662078984468614
1813,18,2022,2953.0,164816,55.81,0,65.14,5345.0,71.37,0.0324301038734103,-1.218650200605418,0.7266099809424513,-0.41434749642347324
1871,18,2022,197.22,1209937,1960.138299999998,1,78.01,67882.0,72.95,0.0561037475504923,1.8494511852351874,0.6960327249938274,-0.9931729676127078
1901,19,2022,3028.79,334344,110.39,0,72.95,17959.0,72.79,0.0537141387313665,-0.44658751510380934,0.6073796186881533,-0.27228546749217375
1902,19,2022,2293.69,186331,81.24,0,73.38,12322.0,73.67,0.0661296295302445,-0.495225786628779,0.5840418593940317,-0.05818323967342143
1903,19,2022,2884.15,209413,72.61,0,70.12,16761.0,74.58,0.0800380110117328,-0.5963782813343995,0.663558217547319,-0.06797229464433453
1904,19,2022,2279.11,205510,90.17,0,71.4,10523.0,73.49,0.0512043209576176,-0.6825065126672181,0.6174337977993425,-0.20555667856133666
1905,19,2022,3607.08,202263,56.07,0,67.95,10693.0,74.32,0.0528668120219713,-0.8972153091386551,0.6882789600040905,-0.26695888138683455
1906,19,2022,2506.91,130463,52.04,0,72.29,9785.0,75.91,0.0750021078773292,-0.5792395906458294,0.6023602799071662,0.020902717817333608
1971,19,2022,118.4,226297,1911.29,0,79.24,17278.0,74.08,0.0763509900705709,0.31268238356077094,0.495077514439071,0.07312729045474314
2101,21,2022,1524.0,266177,174.66,0,72.65,15554.0,74.29,0.0584348009031584,-0.4885788728568311,0.6068432898014117,-0.19152242532886996
2102,21,2022,1946.13,165781,85.18,0,74.99,22996.0,75.82,0.1387131215277987,-0.019126384877805647,0.594235390039395,0.420542308609876
2103,21,2022,2009.04,83102,41.36,0,73.47,24265.0,74.18,0.2919905658106905,0.5093883277079039,0.6926680400273045,1.3700171951487141
2104,21,2022,2117.72,102853,48.57,0,66.57,4853.0,73.38,0.0471838449048642,-1.1062747599999407,0.6976666462617456,-0.24194467477474657
2105,21,2022,590.14,49632,84.1,0,69.61,19909.0,75.48,0.4011323339780787,0.7077572350060104,0.8174823184297796,1.9654676353908047
2171,21,2022,3868.97,1236010,319.47,0,81.67,68205.23,74.67,0.1576330288589898,2.2703627483855593,0.732647746022253,-0.3340092290117239
2172,21,2022,144.56,239854,1659.2,0,79.64,21792.0,74.87,0.090855270289426,0.39126032098731917,0.4970836955590107,0.15665525661466254
3101,31,2022,10.73,28262,1566.9439999999995,1,72.79,10126.0,72.98,0.3582902837732644,1.1190384937220967,0.7448489363734688,1.7766159707862277
3171,31,2022,144.94,1028026,1882.9126999999985,2,80.23290000000006,64830.73,74.11,0.3270408752420262,10.115527193710218,1.462691503373354,-0.5290558925555204
3173,31,2022,47.56,1053482,1837.1120999999987,2,82.11,63648.09,72.06,0.7550152731608134,12.776399064418003,1.735515693341587,2.869360181048768
3174,31,2022,125.0,1168226,1898.0719999999988,2,82.51,64141.72,72.82,0.2199338920823018,9.17957376163397,1.3600669144037485,-1.3703213721398828
3175,31,2022,147.21,988234,1888.437299999999,2,80.81,61993.13,73.73,0.3266926779382176,8.060348760111241,1.3505396233860703,-0.14797053263933907
3201,32,2022,2710.62,1239252,2053.71,1,71.2,66868.23,74.49,0.0480962442233813,4.508225731422383,1.417627514524632,-5.014431768762752
3202,32,2022,4145.7,1313562,677.01,0,67.64,76244.0,74.43,0.0271653464753885,1.058728402926837,1.0137811280725484,-2.7192237141616316
3203,32,2022,3840.16,1325703,662.16,0,65.94,53989.0,74.85,0.0212321647888758,0.6234070850202077,0.9983744725748248,-2.5519779403174403
3204,32,2022,1767.96,1301931,2103.36,1,73.16,66974.48,74.24,0.0384552500094119,2.6924138645282403,1.0727629276050974,-3.3696607296239014
3205,32,2022,3074.07,1323001,854.64,0,67.41,66591.0,73.51,0.0253465640486902,0.9006293122383213,0.9919444204337339,-2.5770368802634045
3206,32,2022,2551.19,1322898,747.22,0,66.84,42660.0,72.21,0.022378570289484,0.24882242665523852,0.9056049025504446,-1.9702773532777949
3208,32,2022,1110.56,1196017,1076.95,0,70.16,29520.0,73.16,0.0246819234174765,0.020199181606442188,0.7572736748934635,-1.2671402849881095
3209,32,2022,984.52,1292489,1976.6950999999976,1,70.06,56654.0,74.98,0.0244681627542684,1.0923727124507978,0.9103297494369254,-2.2659605224922608
3210,32,2022,1204.24,1335460,1108.96,0,68.56,37777.0,74.72,0.028287631228191,0.07865338608537266,0.8135591185609429,-1.4053541469436734
3211,32,2022,1518.33,1167033,768.63,0,72.69,40025.0,74.65,0.0342963737957709,0.21283794988714794,0.7140708851768355,-1.1319864175346528
3212,32,2022,2040.11,1245121,917.52,0,68.55,61193.32,73.21,0.0484942024711619,0.7921868223998473,0.9241896096523238,-1.7733111165468762
3213,32,2022,1893.95,1312387,857.67,0,69.87,46160.0,74.3,0.0284168910591448,0.3396649364047453,0.8219297583764383,-1.6277195969515523
3214,32,2022,825.74,1028569,1245.63,0,71.56,76478.0,74.13,0.0743537866686629,0.5607607417934936,0.779087382873059,-0.8211177047001583
3215,32,2022,1652.2,1212927,1516.31,0,71.74,65449.83,73.61,0.1070668880154332,2.8832161233175087,1.1159101672774014,-1.9964588961698788
3216,32,2022,1224.88,1196908,1848.5423999999985,1,75.22,64559.32,74.34,0.1143346488154284,4.402924285810189,1.2199796478482774,-2.5516893645476797
3271,32,2022,118.5,1063513,2000.931599999999,1,77.17,52915.0,74.7,0.0497549160188921,2.116960234364852,0.7085118012597197,-0.9442154620125485
3272,32,2022,48.25,356410,1846.7265,1,75.4,14192.0,73.52,0.0398193092225246,0.9954251387878926,0.617606212932358,-0.3943861579117847
3273,32,2022,167.67,1189255,1921.5866999999992,2,82.5,59365.75,74.21,0.1333105563845263,6.493027891621065,1.0825906205956766,-1.7340648943631332
3274,32,2022,37.36,341235,1812.8357000000003,1,75.89,26618.0,75.91,0.0780048939880141,1.5916188382249825,0.6523550325804177,-0.16761876740796336
3275,32,2022,206.61,1200127,1989.143599999999,2,82.46,52959.53,74.82,0.0424208871938189,4.356416188777466,0.8384393064872991,-2.259216243833307
3276,32,2022,200.29,1248597,1995.1802999999984,2,81.86,53223.52,74.38,0.0382259345967149,3.4753313633318688,0.756851155773346,-1.859172825280557
3279,32,2022,113.49,206457,1819.16,0,72.55,4929.0,75.36,0.0238742207820514,-0.4428078224511841,0.5914976961106098,-0.35941019804021146
3302,33,2022,1328.0,1328152,1359.95,0,73.17,62817.0,72.08,0.0347821416567876,0.8826402915388761,0.79596001531296,-1.6890545047972692
3303,33,2022,777.64,1019840,1311.46,0,69.54,28824.0,73.66,0.0282632569814872,-0.06802283959272598,0.7550351775537696,-1.1088740454486472
3305,33,2022,1281.11,1376825,1074.71,0,70.79,32615.0,72.34,0.0236885588219272,0.18211998876917426,0.7653304539136734,-1.417393308821351
3306,33,2022,1034.84,778257,752.06,0,73.6,21353.0,71.99,0.027436952060823,-0.11547208424437524,0.635398064546404,-0.8073784577582153
3307,33,2022,984.68,896346,910.29,0,68.89,21587.0,71.97,0.0240833338911536,-0.32207703021032014,0.7433614027923251,-1.0332063146444566
3308,33,2022,1085.73,1312573,1208.93,0,70.85,37432.0,71.94,0.028518032901789,0.22509832021847198,0.7653564211560194,-1.3355053403359847
3309,33,2022,1096.35,1079952,985.04,0,74.97,38789.0,70.75,0.0359173370668326,0.3426355711506312,0.6603808671824953,-0.999338643768266
3310,33,2022,655.56,1275850,1946.2,0,76.95,46592.0,71.27,0.0365183994983736,0.8152800957917727,0.6564225187368353,-1.1362525707444031
3311,33,2022,466.66,916627,1964.23,0,77.94,42781.0,72.88,0.0466722014516264,0.6866622516188999,0.6010893253935772,-0.7418536471582045
3312,33,2022,1941.28,1057087,544.53,0,71.04,33692.0,73.48,0.031872494884527,-0.04873825466114628,0.727523871675739,-1.0814545633133241
3313,33,2022,774.0,947642,1224.34,0,76.58,43088.0,73.44,0.0454686474428106,0.4786790027651035,0.6247077489481053,-0.7977812089534136
3314,33,2022,941.55,992243,1053.84,0,74.65,44243.0,70.99,0.0445888759104372,0.35674061113169303,0.6675673742669155,-0.8821575769312505
3315,33,2022,2022.25,1284943,726.99,0,70.97,31807.0,73.04,0.0216352072917729,0.16949330752787403,0.7664628859975058,-1.502390217117254
3316,33,2022,1820.95,888224,487.78,0,69.95,30960.0,71.97,0.0348560723421119,-0.2321592681480883,0.7308052591555103,-0.9392282197236802
3317,33,2022,1014.08,650770,641.73,0,71.0,22107.0,72.58,0.033970527221599,-0.34022654912556244,0.6779928386299982,-0.7136608845348158
3318,33,2022,1503.68,1339572,890.86,0,73.14,50119.0,72.71,0.0374141890096239,0.44520150737606856,0.7342798411487015,-1.259234727094111
3319,33,2022,425.2,856472,2014.28,1,75.89,54971.73,69.66,0.1337638591804519,1.37861076921416,0.7434061803030443,-0.2516972486810822
3320,33,2022,1062.01,1192811,1123.16,0,73.15,35011.0,70.35,0.0293516743222522,0.26905075659719846,0.7037197666547591,-1.1750526726394277
3321,33,2022,897.43,1223217,1363.02,0,73.36,30252.0,72.12,0.0247315071651227,0.29406122686197245,0.6983121515045234,-1.2244911261895495
3322,33,2022,950.21,1068492,1124.48,0,74.67,56640.0,72.04,0.0530092878561561,0.5335873882231617,0.6907845482221866,-0.9044039627752074
3323,33,2022,870.65,799764,918.58,0,70.77,24726.0,71.98,0.0309166204030188,-0.21063846889452997,0.7013834249621423,-0.8699211869556266
3324,33,2022,1002.23,1033367,1031.07,0,73.19,49666.0,73.12,0.0480623050668349,0.3363197569627328,0.7077960387324749,-0.9310802092190134
3325,33,2022,788.6,813791,1031.94,0,69.45,25444.0,71.25,0.0312660130180844,-0.2570874981371306,0.7315246055898678,-0.9100760469052293
3326,33,2022,836.13,986455,1179.79,0,70.81,25962.0,70.96,0.026318483863937,-0.06047425603961892,0.7210585361789007,-1.061304707515798
3327,33,2022,1115.0,1255145,1345.97,0,67.19,29915.0,73.06,0.01993331352107,0.04851502742629563,0.8495616477434632,-1.6264160631838582
3328,33,2022,876.1,1286621,1853.21,0,69.53,40770.0,70.55,0.0251109420760719,0.45499893469183533,0.8314885962459179,-1.6618634621689126
3329,33,2022,1769.62,1331158,1136.19,0,67.03,53709.0,72.65,0.0267126956551148,0.48588633573110634,0.9278364708746321,-2.0402253339704615
3372,33,2022,46.72,523008,1819.4683000000005,2,83.08,55849.0,71.85,0.1067842174498286,2.848071795394687,0.584335815834753,-0.03363130420640142
3373,33,2022,56.78,195065,1814.9691000000007,1,79.26770000000005,15381.0,73.36,0.0788506395304129,0.8961529604002304,0.40188971505599347,0.21086064114672015
3375,33,2022,45.25,309742,1816.2109000000005,1,75.9,12591.0,70.84,0.0406499602895312,0.8907546613580307,0.5965099241784805,-0.331900272667213
3376,33,2022,39.68,278299,1825.5331000000008,1,76.15,17680.0,73.23,0.0635287945698691,1.052390308959001,0.6055297035098349,-0.1674822607684455
3401,34,2022,586.3,440680,751.63,0,75.46,14315.0,73.34,0.032483888535899,-0.22377095154291757,0.5589837838622339,-0.4415567012341343
3402,34,2022,506.85,1000800,1974.55,0,80.69,31183.0,72.63,0.031158073541167,0.7668145492902464,0.5360366795370758,-0.8419333804125129
3403,34,2022,1485.36,749710,504.73,0,70.96,22749.0,70.61,0.0303437329100585,-0.3213052438993244,0.6866031931364596,-0.8205483651589184
3404,34,2022,574.82,1145850,1993.41,0,79.9812,54702.0,71.2,0.0477392328838853,1.3066583651652766,0.5065036552787531,-0.8021808907432266
3471,34,2022,32.5,375520,1775.1014000000002,2,81.27390000000005,42624.0,71.32,0.1135066041755432,3.058752374145385,0.4704143309340945,0.23644890969265725
3502,35,2022,1371.78,964253,702.92,0,71.87,23028.0,74.97,0.0238816990976434,-0.12657789931162747,0.689068368289178,-1.0272090453957874
3504,35,2022,1055.65,1105337,1047.07,0,74.06,44133.0,72.17,0.0399271896263311,0.3648105087145396,0.688773276772676,-1.0203992473347583
3506,35,2022,1386.05,1327242,1194.78,0,73.46,46650.0,71.83,0.0281699496382893,0.6471310777033181,0.7555322642824865,-1.5827032214160086
