id_kab,id_prov,year,population,densities,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,sqrt(hdi)*log(id_kab),population/gross_regional_domestic_product,hdi**3/gross_regional_domestic_product,hdi**3*id_prov**2,gross_regional_domestic_product/solid_waste_generated,happiness_score,pca1,pca2,pca3
7271,72,2023,386560,1084.78,82.52,30787.0,1.0,9761.744,80.77220254353796,12.555948939487449,18.251992691980377,2913014529.257472,3.1538421822985727,78.05,0.6480920872751097,3.229501975556838,0.7971441935588552
9413,94,2023,67167,2.48,63.46,5341.0,1.0,951.82,72.88931444330734,12.575734881108406,47.84952438419772,2258166240.8272963,5.611355088146918,71.76,-1.2429051867685406,1.6977669845440175,-0.062417696051970846
7601,76,2023,181360,191.34,68.62,5969.0,1.0,2688.001,74.02360346006712,30.38364885240409,54.1315623937008,1866290845.2801285,2.2206092929280903,74.28,-1.1931498840682264,1.181201486210582,0.6795586940161423
1374,13,2022,57850,2515.22,78.78,4087.0,1.0,1786.51,64.13199942630138,14.154636652801566,119.6308784321018,82629406.625688,2.287700600612367,71.23,-0.5172668417079863,-0.2869976252436681,-0.4762557545915232
3302,33,2022,1806013,1359.95,73.17,62817.0,1.0,19596.45,69.30650030833448,28.750386041995,6.23622783662066,426606084.050157,3.2055295729583677,72.08,1.4498852807870022,-1.0109970938002755,0.6196644088692068
1473,14,2022,331832,192.14,75.26,45053.0,1.0,6055.93,63.28645391759584,7.365369675715269,9.461694616917857,83550434.60489602,7.439484934601292,72.44,0.4066059850157602,-0.31816883753551317,-1.737020853523603
1707,17,2022,107248,64.4,68.12,3889.0,1.0,2940.98,61.42649544710443,27.577269220879405,81.28042667215225,91352778.42579202,1.3223483328686356,71.05,-1.4296562657883285,-1.291535253903239,-0.4576290202391543
3306,33,2023,788265,761.73,74.28,23188.0,1.0,11743.29,69.84065075532487,33.99452302915301,17.674713936173884,446317139.492928,1.9745744165391468,76.03,0.20156213346609633,-0.4285878981139646,0.2763030000846696
1209,12,2022,1021615,233.65,73.77,47286.0,1.0,18644.47,60.96046654102894,21.605020513471217,8.489982058812332,57809849.995152,2.5361943782794576,69.83,0.7452800572600975,-1.617223408974233,-0.525383016987084
6110,61,2023,239502,22.51,67.76,6644.0,1.0,3898.324,71.7608747812708,36.0478627332932,46.82637817218544,1157656892.9192965,1.7043221651150595,74.72,-1.1965778512877232,0.28602640079558955,0.506156782023184
7306,73,2023,801108,441.87,71.57,28453.0,1.0,14311.466,75.26313593754168,28.155484483182796,12.88442339623238,1953614058.6007965,1.9881261640142247,76.67,0.14273765148726467,1.0518343838040467,0.9852081133368739
1302,13,2022,516518,266.41,70.84,16606.0,1.0,5580.32,60.36132658068032,31.10429965072865,21.40773026038781,60078953.91097601,2.975815007024687,71.26,-0.5170646795475558,-1.4966252410846277,-0.7534305039470129
1274,12,2022,177785,4563.27,76.17,6931.0,1.0,4548.82,62.40120384146304,25.65069975472515,63.76112452936085,63637682.992272,1.523691858547931,70.9,-0.10845975564466732,-0.876851228972766,-0.2489673464500712
7313,73,2023,386537,148.17,71.1,24589.0,1.0,6167.465000000001,75.02367752298957,15.719915409329374,14.61732608076782,1915378121.7989995,3.986889264876249,76.55,-0.20022156766463606,1.6102431013243736,0.12389888541597978
3508,35,2022,1137227,635.0,66.95,36664.0,1.0,19144.61,66.79047290934162,31.017537639101025,8.184872146383375,367610436.6593751,1.9151082210606536,74.98,0.3386643870933843,-1.347449267423537,0.3708386248797597
6503,65,2022,26783,7.64,68.6,8626.0,1.0,517.79,72.72060913285765,3.104915372130768,37.42509343844191,1363951916.5999997,16.659263407945307,76.67,-0.2973090582377959,1.9826475835869388,-1.7426240906404218
6103,61,2023,413588,41.74,68.14,13684.0,1.0,6822.106999999999,71.95234944977155,30.224203449283834,23.12029239579071,1177242839.936824,2.0058319226010384,74.46,-0.6964500489944713,0.3302101261793653,0.34055282201448805
3310,33,2023,1284386,1830.86,77.59,51274.0,1.0,23705.07,71.39043128242389,25.049459765183133,9.110035231871906,508680553.7156311,2.162997198489606,73.91,1.5772295877981954,-0.3438228399233356,0.6229560781909323
1104,11,2023,231331,54.53,71.05,6258.0,1.0,4166.62,59.06024828111153,36.96564397571109,57.313467980984335,43398789.597625,1.501936821692403,73.98,-1.1328668116027873,-1.598281801130787,-0.5196493380360826
2101,21,2022,266177,174.66,72.65,15554.0,1.0,6800.82,65.20618947345699,17.113089880416613,24.65271535457117,169100715.56962502,2.2870771465793838,74.29,-0.32110906982291526,-0.5893258697888358,-0.8116041726650228
5107,51,2023,513800,612.03,68.91,18975.0,1.0,8382.043000000001,70.87873608431565,27.077733860342555,17.245070143399207,851112760.7305709,2.2637679143378286,79.76,-0.3190674288171368,0.04308011775988409,0.15175893178002262
5103,51,2022,549500,1313.02,82.13,55290.0,1.0,11947.46,77.37236911945426,9.938506058961838,10.019795977518536,1440939745.4717968,4.627761884115955,75.02,1.1857356075700054,1.8495745758446298,0.05009473064769893
1971,19,2023,236267,1995.5,79.93,18809.0,1.0,5484.192000000001,67.8242043844034,12.561380190334416,27.149618568610776,184347240.41217703,3.429675693338234,77.86,0.45519074233699397,0.20973715246060803,-0.855425807729891
3319,33,2023,874632,2056.99,76.71,121310.0,1.0,16748.724,71.00821568090467,7.209892012200148,3.7209972196109136,491568254.0822789,7.242939820370794,74.7,1.9376875169873653,0.41422364699433656,-0.5196993159175648
1207,12,2022,508024,198.34,72.92,41809.0,1.0,7520.466,60.59410869162521,12.15106795187639,9.274066375373724,55834479.516672,5.559362943732476,71.09,0.24192747586655644,-0.9671528077596389,-1.4828224998548627
9111,91,2023,37674,13.4,61.55,927.0,1.0,655.781,71.52820208186576,40.640776699029125,251.5384831445523,1930931895.8588748,1.4135816682703526,72.87,-3.137929231324276,0.5551563643352998,2.0925146337966494
9432,94,2022,104066,24.03,49.9,1440.0,1.0,1522.612,64.64870116872488,72.26805555555555,86.28576319444443,1097886245.1639998,0.9457432359655644,70.52,-3.3020227616295155,-1.774761599670382,1.4566455978744783
1906,19,2023,132355,52.8,72.86,10562.0,1.0,1916.94,64.46891896286243,12.53124408256012,36.62025276046203,139628702.585816,5.50982294698843,76.02,-0.4306821580763314,-0.22262779004575933,-1.3816561224232904
1174,11,2023,196067,1082.88,78.92,11170.0,1.0,3413.378,62.7914695982211,17.552999104744853,44.00561112694718,59476663.830848,3.272418114841076,75.08,-0.09082919651957015,-0.45641223785728297,-1.0745558828866082
3402,34,2023,1009430,1991.58,81.39,34012.0,1.0,21103.181,73.36505328473422,29.67864283194167,15.851887263877456,623262474.399564,1.611700150797171,73.02,1.343539723072554,0.12466990922610544,0.7526322021480021
7206,72,2023,236110,57.87,67.66,10369.0,1.0,3432.981,73.06501705716363,22.770758993152665,29.871642694184583,1605687303.0896635,3.020407045655073,78.84,-0.8755203986809643,1.017925832383599,0.174050844910581
1405,14,2023,488497,57.09,74.98,109923.0,4.0,6972.23,62.759355383707614,4.443992613010926,3.834844300028202,82621367.63843201,15.765831018196474,74.45,1.531945157491963,-0.3046603489472207,-3.8688580353091306
8172,81,2023,91572,259.66,69.43,3202.0,1.0,1597.2620000000002,75.0627668870269,28.59837601499063,104.52499806589634,2195894816.4177275,2.00468050952192,78.05,-1.5379521474695652,1.6020482478207354,1.067310795421447
1407,14,2022,582679,76.79,70.31,49614.0,2.0,13261.38,60.7854355333028,11.744245575845529,7.005627661365745,68125133.31503601,3.741239599498695,71.7,0.402348527878746,-1.3798443241579497,-1.6007307050128976
1309,13,2022,307425,77.88,67.41,10391.0,1.0,4425.3,58.9259028430374,29.585699162736983,29.479196133288426,51767797.266549,2.3480893950692607,70.82,-0.9885261250953983,-1.6731691010085503,-0.8476007318831961
1203,12,2022,307312,70.56,70.92,17052.0,1.0,5531.378,59.72940957284487,18.0220501993901,20.91851528782548,51365163.26707201,3.082776118356041,71.41,-0.4604833203702133,-1.2403629170666222,-1.2269395830753216
1107,11,2023,204475,69.84,72.88,13572.0,1.0,3681.37,59.83917257234585,15.06594459180666,28.522083102858826,46839307.136512,3.686670994765536,75.86,-0.42446165149088594,-0.9336905491166662,-1.427711190055609
1613,16,2023,195962,32.61,66.6,9067.0,1.0,3056.4170000000004,60.27506137261915,21.612661299216946,32.580599536781726,75624523.77599998,2.9665454681085723,75.24,-0.967111562228619,-1.2484887281322314,-1.0750651485848848
6110,61,2022,235669,22.15,66.81,6177.0,1.0,3806.898,71.25605285187153,38.152663105067184,48.27772692909179,1109645063.095761,1.6225809044529167,74.36,-1.3448423032457446,0.06264807635541898,0.5523428941637035
6310,63,2022,341137,70.03,71.79,31610.0,3.0,6074.35,74.13693330969704,10.792059474849731,11.704890741505857,1468496645.869491,5.203848971494892,74.59,0.15265726412906427,1.1017560692455426,-1.2644010065071567
1405,14,2022,477550,55.81,74.5,106995.0,4.0,6813.57,62.55814934499351,4.463292677227908,3.864606990980887,81044750.5,15.703221659130236,73.78,1.4301423196280083,-0.40720788324430934,-3.8666126871850137
3603,36,2022,3321650,3461.46,72.97,160167.0,1.0,84149.77,69.95692844318893,20.738666516823063,2.4258279612716724,503544712.846608,1.9033563609264763,67.43,5.3760972690067526,-2.5187063277980717,2.8675821625262876
5308,53,2023,141391,111.5,66.12,2138.0,1.0,2466.035,69.74295324542982,66.13236669784845,135.20440267913938,811989239.314752,0.8669787736183794,70.81,-2.399092079042415,-0.7168607630170865,1.6022695482167044
2103,21,2022,83102,41.36,73.47,24265.0,1.0,1247.51,65.58130333117442,3.424768184628065,16.34367899950546,174891502.577043,19.450745885804523,74.18,0.3744018710154054,0.7835702287498009,-2.924772628057788
1871,18,2023,1234988,6261.98,78.56,74104.0,1.0,28705.83,66.77893903675147,16.6656050955414,6.5427868673216025,157090323.67718402,2.5814965113358506,73.31,2.636183710217513,-0.8486334778549576,0.47304743419119794
5315,53,2022,265613,84.89,64.92,3884.0,1.0,3097.24,69.11779790747303,68.38645726055613,70.44599574871268,768576803.1937921,1.2540197078689417,70.27,-2.0604930957902714,-0.9935278216999939,1.263080217919364
9102,91,2022,65061,3.52,66.11,2741.0,1.0,929.04,74.1224522328651,23.736227654140823,105.4125783039037,2392677998.5218115,2.9503573581331266,76.5,-1.764783760657727,1.6003660947359468,0.8928623874631608
7406,74,2022,155510,47.21,66.81,7780.0,1.0,2422.8589999999995,72.82838349609615,19.988431876606683,38.33052946542416,1633006279.363716,3.211082444335392,75.57,-1.0654691148302047,1.0207318087354749,0.10399847231400529
7307,73,2023,267536,309.2,68.92,14791.0,1.0,5237.433999999999,73.8577574170444,18.08775606787912,22.132897321884933,1744542389.570752,2.824092866850447,75.59,-0.5673039556328839,1.266633235266744,0.1787820697833326
7208,72,2023,454510,77.25,67.11,21652.0,1.0,8294.79,72.76971608460636,20.991594309994458,13.959301839599112,1566847428.9863038,2.6103132207084205,77.95,-0.44786425775329375,0.7803471377468036,0.2520651376737792
8208,82,2022,63231,21.18,61.64,1871.0,1.0,773.5310000000001,70.76103232764676,33.79529663281667,125.17399195296632,1574764423.859456,2.4187783036491104,76.03,-2.2518735556269878,0.35606782838996026,0.9137022246054508
6207,62,2022,100509,15.67,71.11,7316.0,1.0,1560.46,73.6461978757177,13.73824494259158,49.149413426872606,1382214405.577564,4.6883611242838645,74.66,-0.768629811372972,1.3190176930929771,-0.25894470005977854
1604,16,2022,441174,101.54,68.4,27834.0,1.0,9840.69,61.03788335433984,15.850183229144212,11.497215779262774,81923457.02400002,2.8284601994372345,72.43,-0.22087300722459752,-1.2912436231154865,-1.0334239161828112
3671,36,2022,1931640,11738.92,78.9,182409.0,1.0,50425.81,72.91006023736833,10.58960906534217,2.6926800157886954,636555113.4240001,3.6173737219094746,67.12,5.239443830256386,-0.4540403465429203,2.071485129846043
3328,33,2022,1623595,1853.21,69.53,40770.0,1.0,30646.62,67.62600918566731,39.82327691930341,8.244721245450085,366053503.55775297,1.330326150159463,70.55,1.1926866792995736,-1.7323600500030978,1.1966038147314544
3303,33,2022,1019840,1311.46,69.54,28824.0,1.0,18612.08,67.56799240428614,35.381626422425754,11.66674780266445,366211466.8050961,1.548671615423961,73.66,0.35079278931551433,-1.2024422321007755,0.5307824567886327
7105,71,2022,241680,165.91,72.89,10527.0,1.0,3452.36,75.71584819978143,22.958107722998005,36.787411282321656,1952183097.0663288,3.049218505601965,74.16,-0.6657929949721583,1.633596553092586,0.43110769685802364
5102,51,2022,469300,559.14,76.75,23681.0,1.0,7961.965000000001,74.79356019203802,19.81757527131456,19.0912829641907,1175913847.546875,2.97426577484327,74.88,0.17874908784460747,1.0583241841316582,0.12139361156103277
7602,76,2022,490493,236.41,64.79,14843.0,1.0,7245.608,71.92920317667856,33.045408610119246,18.32323925345281,1570909349.2204645,2.048551343103298,75.16,-0.8899490031948921,0.3100398863684599,0.6238073588941229
1608,16,2023,424190,77.21,66.67,11090.0,1.0,6233.972000000001,60.28137931865282,38.2497745716862,26.721437598106405,75863230.198528,1.778962112758928,71.83,-0.9776024215009173,-1.7436072379021983,-0.431149006270592
1219,12,2023,430533,475.75,70.31,43775.0,1.0,6691.228999999999,59.58276879413668,9.835134209023416,7.940084769640206,50051118.35390401,6.5421464427536415,73.35,0.18784955946564208,-0.961004387113254,-1.6910318789049201
3213,32,2023,1639931,865.88,70.7,49692.0,1.0,25286.778,67.89692500733285,33.00191177654351,7.111672764227643,361874680.8320001,1.96513766997124,78.94,1.1828978164027655,-1.3773535658135976,0.7643949944206534
1409,14,2023,669996,75.44,70.78,94740.0,4.0,10525.473000000002,61.000213202930965,7.071944268524383,3.742814424234748,69500470.756192,9.001020666719679,73.31,1.139709023382551,-1.1735715318652402,-3.110073970740753
7605,76,2022,198608,65.25,68.61,13185.0,1.0,2914.227,74.02256734399654,15.06317785362154,24.49526396518771,1865475039.880656,4.52435585834597,73.35,-0.7017196810123357,1.4892286326867075,-0.06806524868867582
1104,11,2022,228308,53.82,70.32,5829.0,1.0,3333.3,58.756058998925695,39.167610224738375,59.6544067195059,42074789.94892798,1.7487174871748716,72.38,-1.290234147900166,-1.735759537372645,-0.4873069026228977
5104,51,2022,524000,1423.91,78.39,27944.0,1.0,19669.85,75.59190376924926,18.751789292871457,17.238259759483253,1252917125.8001192,1.4206514030356103,74.97,0.7983045005857743,0.9836313334141831,0.6249344425093343
1571,15,2022,619600,3529.88,79.58,36184.0,1.0,15968.8,65.65206145001662,17.123590537254035,13.928207547866458,113395108.9302,2.2659185411552527,78.98,1.2108167433132409,-0.5909365651802047,-0.3197884867067116
7373,73,2023,192763,705.47,79.45,10500.0,1.0,3483.32,79.37964604442548,18.35838095238095,47.76308891666668,2672559758.7876253,3.014365605227197,73.15,-0.2523228299641081,2.889945022968855,0.7536346402908838
3404,34,2023,1157290,2013.31,84.77,59432.0,1.0,22577.452,74.87833699824326,19.47250639386189,10.2495831762855,704181130.796948,2.6323608173322657,75.77,2.0377605352177595,0.5921817012621391,0.5599639204004058
5307,53,2022,218059,74.46,62.26,3363.0,1.0,3567.518,67.67510353450997,64.84061849539103,71.76298280582812,677921001.4933839,0.942672188339344,71.85,-2.192756856088294,-1.2380194350938476,1.1293923298847033
5317,53,2022,315427,228.02,63.15,4176.0,1.0,3266.995,68.17205121856452,75.53328544061303,60.3058682650862,707410992.2028749,1.2782388708889971,72.74,-2.15794867202279,-1.3380981364152442,1.362471337853484
8272,82,2023,116623,68.47,72.4,3511.0,1.0,2100.994,76.75492111172974,33.21646254628311,108.08983879236688,2551781022.976001,1.6711137680545494,79.5,-1.4974139766161758,1.9980621062429207,1.4075565106044958
6108,61,2023,262404,8.79,67.67,13141.0,1.0,4906.33,71.71050879661175,19.96834335286508,23.580885751693177,1153050157.566023,2.6783767092714923,74.57,-0.699693965589025,0.5807594971362164,-0.08835471097426568
1220,12,2022,267275,67.74,70.93,14375.0,1.0,5340.204,59.85180145171776,18.59304347826087,24.824586668313053,51386894.40340802,2.691844731025257,71.24,-0.5490416192063609,-1.2381308042687924,-1.1698135980764919
7317,73,2022,374316,128.98,71.36,19981.0,1.0,5812.505999999999,75.16534570767602,18.733596917071218,18.18642367529153,1936467641.729024,3.437587849371683,72.83,-0.36460059856639526,1.5103513948645257,0.2734630829209216
3376,33,2023,282781,7126.54,77.02,19162.0,1.0,7141.637,71.30098989150335,14.757384406638138,23.843483582507044,497551938.492312,2.683138333690161,75.98,1.059038261065976,0.5709126293240064,0.087492158184504
1276,12,2023,303272,3352.92,77.6,14460.0,1.0,5736.678000000001,62.99805203987025,20.9731673582296,32.315945781466105,67289554.94399998,2.520622562395867,73.26,0.29702811551847574,-0.6411719070719548,-0.6688879896435015
1508,15,2022,344800,53.37,69.78,19698.0,1.0,5589.261,61.13499860169626,17.50431515889938,17.249271669814195,76449634.50420001,3.5242583948038924,76.25,-0.42415602668749647,-1.114995388885271,-1.1798038628141208
5303,53,2022,373259,72.67,65.04,8483.0,1.0,5692.606000000001,69.16341924338406,44.0008251797713,32.43337404974657,772846664.5877763,1.4901786633397778,69.96,-1.2699927484875428,-0.6280698810065397,0.5077556728331364
6303,63,2022,570347,122.17,70.72,21071.0,1.0,13051.24,73.57303485456063,27.067865787100757,16.785783173461155,1403808458.637312,1.6144826085490729,72.89,-0.1861588153043258,0.5368887754631351,0.6110052642544497
5312,53,2022,169383,97.59,68.26,3819.0,1.0,2691.034,70.86881883065129,44.352710133542814,83.28162555014404,893409551.0845842,1.4191570972347431,71.51,-1.6301694738262025,-0.14006023286505598,0.7803065246625822
5305,53,2023,271277,103.41,65.16,4819.0,1.0,4170.713,69.23023753933496,56.29321435982569,57.40983525544718,777132311.0336639,1.1554379311163343,68.33,-1.6954113683882965,-0.7121123696127253,0.9136490692368622
1811,18,2022,232685,106.54,64.94,11953.0,1.0,3671.6770000000006,60.45219019116149,19.46666108926629,22.91183818154438,88732325.378016,3.255460651903748,71.53,-0.9317328336165972,-1.32554592201476,-1.1253373102028421
3204,32,2022,3718660,2103.36,73.16,143002.0,1.0,46835.19,69.04406576191381,26.00425168878757,2.7382870903623724,400978463.227904,3.0533024420313017,74.24,4.078277181175794,-2.2789141765088354,2.0110435800550106
5318,53,2023,166063,118.94,67.07,2670.0,1.0,2487.025,70.25760767964097,62.19588014981274,112.99875477265914,847494050.7575867,1.0735718378383812,70.83,-2.129239299169043,-0.5351566353253862,1.3868286146133528
7311,73,2022,816013,178.66,67.01,43641.0,1.0,14811.52,72.83162602339503,18.698311221099424,6.894839488118972,1603483790.5482297,2.9464227844272566,73.01,0.14909837128159936,0.5337060214820932,0.467623778464595
7171,71,2022,454606,2800.16,79.66,43920.0,1.0,10624.11,79.2365444169942,10.350774134790528,11.509556117850636,2548224011.372536,4.133993341559904,74.81,0.9580428097464873,2.7195269227964176,0.6700849882831555
1201,12,2022,149249,174.88,63.69,4536.0,1.0,2127.24,56.589725428377854,32.90321869488536,56.95615992261904,37202852.362896,2.1323404975461164,71.09,-1.6238881944703065,-2.01903787876342,-0.7679591489602045
3307,33,2022,896346,910.29,68.89,21587.0,1.0,13368.26,67.26151271774889,41.52249038773336,15.145243589614118,356038066.5988409,1.614795044381243,71.97,-0.1419718417887618,-1.2329754775097763,0.48203320953702905
1808,18,2023,431623,98.41,70.02,28197.0,1.0,6978.347,62.75826926390296,15.307408589566268,12.174844274497284,111227283.21859196,4.040641716440871,72.9,-0.11857393843402907,-0.8515053412494776,-1.1460583654450327
3671,36,2023,1950580,11854.03,79.46,206597.0,1.0,46605.155000000006,73.16834567261542,9.441473012676854,2.428408091772871,650205567.1906558,4.432921637102162,69.49,5.38888502698908,-0.22173934967681824,1.932499281048538
1703,17,2023,306201,69.2,70.28,12491.0,1.0,5728.498000000001,62.373106409899606,24.513729885517574,27.790608114002083,100321288.440128,2.1805017650350926,71.95,-0.6146833044738031,-1.0683283216169166,-0.7815874864755702
9429,94,2022,110676,8.55,34.1,1413.0,1.0,1950.324,53.44063679338222,78.32696390658174,28.06215215852796,350363490.3560001,0.724495006983455,71.65,-3.9684130309197543,-4.085781587177657,0.625833725751748
1307,13,2023,547578,245.29,73.98,26163.0,1.0,8016.38,61.71755456587366,20.929480564155487,15.475883071207434,68427344.36584802,3.263692589423156,71.24,0.06300256135277545,-1.0335267759981646,-0.9712825021752067
6472,64,2023,872304,1216.67,82.32,89289.0,1.0,21880.0,79.61808117096503,9.769445284413534,6.247670633202297,2284946485.936128,4.080850091407679,75.65,1.8546984183380508,2.372460664028204,0.8367703655107015
8105,81,2023,107367,16.71,65.01,4436.0,1.0,2225.432,72.56780742292634,24.20356176735798,61.93682811113617,1802646359.6960611,1.9933208473680617,79.96,-1.4468351652480063,0.9914576710119439,0.489686675700001
1508,15,2023,350800,54.3,70.63,21183.0,2.0,5743.963,61.50621856353033,16.560449416985318,16.633366333710992,79277534.78557499,3.687871944857584,79.89,-0.19745506615112804,-1.0820405813857104,-1.6801529945456684
1402,14,2022,464076,56.6,70.46,54185.0,1.0,6617.32,60.82035837681345,8.564658115714682,6.4557817354618425,68562080.53385599,8.188360242515097,71.9,0.27021638829449623,-0.8020860063882981,-1.8047326564652244
6472,64,2022,865911,1207.75,81.43,83354.0,2.0,21434.79,79.18651739532214,10.388355687789428,6.477789910586176,2211633972.0478725,3.888724825389005,73.41,1.789478922097572,2.04524475076723,0.3637580070332406
5105,51,2023,214600,681.27,73.11,10080.0,2.0,3853.444,73.00343712677383,21.28968253968254,38.76768067767858,1016414153.4218313,2.615841828764087,77.31,-0.37809478152313475,0.7137629188183428,-0.45774134250775517
1810,18,2022,408415,653.46,70.98,12842.0,1.0,5939.62,63.196338666227824,31.8030680579349,27.846801525619068,115865194.56220804,2.162091177550079,71.48,-0.5759761915623524,-1.1882819578997612,-0.4507051038463662
8108,81,2022,82560,9.56,63.07,2264.0,1.0,1299.283,71.47977732888131,36.46643109540637,110.81334648542402,1646032973.282523,1.7424995170413222,75.92,-2.1304293196773787,0.4314016386630315,1.0130597267414698
8204,82,2023,255384,31.54,65.83,17727.0,1.0,4732.576999999999,73.12254254548398,14.406498561516331,16.09297440553957,1918223777.597788,3.7457393720165575,80.65,-0.6842136537836894,1.3156443698585472,-0.007397861928613747
7414,74,2022,117630,140.54,65.29,2794.0,1.0,2065.578,72.00387822471129,42.10093056549749,99.61244591589124,1524064844.2161644,1.352648023942935,75.7,-1.9618758580819582,0.3430500487615231,1.116914513967178
7409,74,2023,68950,39.27,69.7,4049.0,1.0,1011.029,74.39025774906331,17.028896023709557,83.62777796986911,1854222188.548,4.004830721967421,76.45,-1.1726520138739136,1.6453228223760046,0.27767951332877516
5101,51,2023,330100,392.14,74.04,15613.0,1.0,5976.53,73.4595472874795,21.142637545635047,25.996379636456805,1055697717.161664,2.612385447743089,76.7,-0.2148430854469657,0.8619246149254343,0.020490630102358375
7372,73,2022,155912,1738.73,78.54,8697.0,1.0,2838.9,78.9225376617676,17.92710129929861,55.70615980958953,2581775118.5632567,3.0635105146359503,73.37,-0.28664807993615743,2.7271519117844916,0.816775423308673
6409,64,2022,159073,47.73,72.55,13129.0,1.0,3503.4,74.66092184040184,12.1161550765481,29.08577244077995,1564127667.712,3.747502426214534,73.31,-0.46157104384865394,1.518187555753123,-0.16763791607824058
5314,53,2023,150521,117.0,64.0,3747.0,1.0,2498.307,68.62480101055807,40.17107018948492,69.96103549506272,736362496.0,1.4998156751752287,70.51,-1.6970519189566338,-0.4673903435965539,0.4484802118223186
