id,id_kab,city_or_regency,year,total_area (km2),population,densities,traffic_density,green_open_space,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,latitude,longitude,cluster,happiness_score
12132022,1213,283.0,2022.0,6273.29,1039926.0,165.77,1.0,42.983999999999995,71.86,51413.0,4.0,19032.38,3.71667,98.21667,2.0,71.1
12142022,1214,357.0,2022.0,2487.99,373674.0,150.19,1.0,10.873000000000001,63.17,8015.0,1.1,4956.212,0.77,97.75,2.0,71.01
12152022,1215,213.0,2022.0,2297.2,202299.0,88.06,1.0,0.579,70.32,6919.0,1.0,2165.37,2.26551,98.50376,2.0,70.04
12172022,1217,416.0,2022.0,1444.25,139337.0,96.48,1.0,77.554,71.67,5166.0,1.0,2297.0439999999994,2.64025,98.71525,2.0,70.82
12182022,1218,427.0,2022.0,1900.22,667998.0,351.54,1.0,86.94399999999999,71.21,33518.0,1.3,10140.206999999999,3.36667,99.03333,2.0,70.89
12192022,1219,41.0,2022.0,904.96,416367.0,460.09,1.0,7.7299999999999995,69.51,40867.0,1.4,6305.236000000001,3.16166,99.52652,2.0,71.03
12202022,1220,367.0,2022.0,3945.56,267275.0,67.74,1.0,123.40899999999999,70.93,14375.0,1.0,5035.75,1.46011,99.67346,2.0,71.24
12232022,1223,273.0,2022.0,3545.8,390954.0,110.26,1.0,0.283,72.77,30282.0,1.3,6142.365000000001,2.33349,99.63776,2.0,71.18
12252022,1225,356.0,2022.0,520.34,91346.0,175.55,1.0,64.697,62.93,2173.0,1.0,1636.9,1.05966,97.58606,2.0,70.88
12712022,1271,161.0,2022.0,10.77,90366.0,8390.53,2.0,0.01,74.74,6340.0,1.0,1386.384,1.73333,98.8,2.0,70.96
12722022,1272,172.0,2022.0,60.52,179748.0,2970.06,2.0,0.04,69.86,10466.0,1.0,3375.0930000000008,2.95833,99.79167,2.0,71.13
12742022,1274,176.0,2022.0,38.96,177785.0,4563.27,2.0,4.76,76.17,6931.0,1.0,4548.82,3.325,99.14167,2.0,70.9
12752022,1275,133.0,2022.0,265.1,2494512.0,9409.7,2.0,26.51,81.76,280159.0,1.0,62874.92,3.65,98.66667,2.0,70.91
12772022,1277,138.0,2022.0,159.3,231062.0,1450.48,1.0,2.761,76.05,7385.0,1.0,5906.6,1.37375,99.26843,2.0,71.19
12782022,1278,112.0,2022.0,469.4,137583.0,293.1,1.0,22.749999999999996,70.23,6477.0,1.0,2460.070999999999,1.32731,97.55018,2.0,70.94
13012022,1301,244.0,2022.0,6033.76,89401.0,14.82,1.0,138.487,62.19,5446.0,1.0,1373.092,1.98917,99.51889,2.0,71.07
13022022,1302,390.0,2022.0,1938.79,516518.0,266.41,1.0,600.19,70.84,16606.0,1.0,5580.32,-1.58333,100.85,2.0,71.26
13032022,1303,441.0,2022.0,3738.0,397829.0,106.43,1.0,0.39,70.02,15781.0,1.0,5755.86,-0.96667,100.81667,2.0,71.24
13042022,1304,433.0,2022.0,3130.8,240317.0,76.76,1.0,0.04,68.69,10669.0,1.0,3551.39,-1.1827,101.6056,2.0,69.86
13052022,1305,464.0,2022.0,1336.0,376276.0,281.64,1.0,0.12,73.29,15059.0,1.0,4705.73,-0.4555,100.5771,2.0,72.1
13062022,1306,368.0,2022.0,1343.09,436129.0,324.72,1.0,0.0,71.63,22193.0,1.0,7959.35,-0.6,100.28333,2.0,71.05
13082022,1308,288.0,2022.0,3354.0,388375.0,115.79,1.0,0.23,70.28,17901.0,1.0,5595.48,-0.0168,100.5872,2.0,71.14
13092022,1309,376.0,2022.0,3947.63,307425.0,77.88,1.0,7.98,67.41,10391.0,1.0,4425.3,0.42503,99.94606,2.0,70.82
13112022,1311,186.0,2022.0,2961.0,234713.0,79.27,1.0,0.02,72.3,12233.0,1.0,3783.11,-1.05,101.367,2.0,70.99
13122022,1312,377.0,2022.0,3887.77,442479.0,113.81,1.0,0.11,69.57,17876.0,1.0,6387.68,0.28152,99.51965,2.0,70.84
13712022,1371,136.0,2022.0,694.96,919145.0,1322.59,1.0,142.27,83.29,72979.0,1.0,23497.31,-0.98333,100.45,2.0,71.36
13732022,1373,158.0,2022.0,273.5,66413.0,242.83,1.0,0.34,73.73,4390.0,1.0,688.26,-0.6,100.75,2.0,70.85
13742022,1374,137.0,2022.0,23.0,57850.0,2515.22,2.0,1.34,78.78,4087.0,1.0,1786.51,-0.45,100.43333,2.0,71.23
13752022,1375,104.0,2022.0,25.24,122311.0,4845.92,2.0,1.29,81.42,10194.0,1.0,4570.75,-0.275,100.375,2.0,71.25
13772022,1377,146.0,2022.0,73.36,96719.0,1318.42,1.0,0.54,77.65,5882.0,1.0,1396.34,-0.62682,100.12047,2.0,71.28
14012022,1401,263.0,2022.0,7656.03,345850.0,45.17,1.0,624.39,71.09,44910.0,1.0,5080.06,-0.47532,101.45857,2.0,68.69
14022022,1402,215.0,2022.0,8198.71,464076.0,56.6,1.0,0.76,70.46,54185.0,1.0,6617.32,-0.55,102.31667,2.0,71.9
14032022,1403,214.0,2022.0,12614.78,660747.0,52.38,1.0,0.02,67.37,83164.0,3.5,12602.749,-0.33333,103.16667,2.0,72.43
14052022,1405,429.0,2022.0,8556.09,477550.0,55.81,1.0,1.41,74.5,106995.0,4.0,6813.57,0.97453,102.01355,2.0,73.78
14062022,1406,226.0,2022.0,11289.28,878210.0,77.79,1.0,170.44,73.84,103550.0,3.2,18025.051,0.2344,101.2131,2.0,70.76
14072022,1407,412.0,2022.0,7588.13,582679.0,76.79,1.0,0.4,70.31,49614.0,2.0,13261.38,0.88333,100.48333,2.0,71.7
14082022,1408,47.0,2022.0,514.0,582973.0,1134.19,1.0,0.56,74.38,175972.0,4.0,13561.897000000003,0.9838,102.5096,2.0,73.92
14102022,1410,245.0,2022.0,3708.0,213532.0,57.59,1.0,0.01,66.52,24896.0,1.0,4104.381,0.97488,102.69539,2.0,72.8
14712022,1471,150.0,2022.0,632.3,1007540.0,1593.45,1.0,68.06,82.06,144559.0,1.0,35650.33,0.53333,101.46667,2.0,71.42
14732022,1473,110.0,2022.0,1727.0,331832.0,192.14,1.0,0.26,75.26,45053.0,1.0,6055.93,1.61592,101.4917,2.0,72.44
15012022,1501,250.0,2022.0,3807.0,253900.0,66.69,1.0,67.99499999999999,71.99,12226.0,1.0,4181.308999999999,-2.03333,101.53333,2.0,76.11
15042022,1504,40.0,2022.0,4179.7,313200.0,74.93,1.0,0.12,70.51,24304.0,1.0,5761.376,-1.75,103.11667,2.0,75.15
15052022,1505,339.0,2022.0,5246.0,412800.0,78.69,1.0,80.09200000000001,70.18,32958.0,1.3,6330.834000000001,-1.55214,103.82163,2.0,75.9
15062022,1506,468.0,2022.0,5426.0,234200.0,43.16,1.0,330.64399999999995,65.77,25606.0,2.1,3956.5049999999997,-1.13198,103.61755,2.0,77.35
15082022,1508,474.0,2022.0,6461.0,344800.0,53.37,1.0,1010.5429999999999,69.78,19698.0,1.6,5898.179,-1.45576,102.37473,2.0,76.25
15712022,1571,118.0,2022.0,175.53,619600.0,3529.88,2.0,24.23,79.58,36184.0,1.0,15968.8,-1.61667,103.65,2.0,78.98
15722022,1572,167.0,2022.0,391.5,99200.0,253.38,1.0,61.009000000000015,76.17,8679.0,1.0,1829.54,-2.10896,101.32175,2.0,74.61
16022022,1602,361.0,2022.0,19023.47,776690.0,40.83,1.0,62.465999999999994,68.02,34239.0,3.8,15868.491,-3.36667,105.36667,2.0,70.92
16032022,1603,338.0,2022.0,6763.91,624019.0,92.26,1.0,21.06,69.43,113577.0,1.0,8490.1,-4.2327,103.6141,2.0,71.47
16042022,1604,274.0,2022.0,4344.87,441174.0,101.54,1.0,0.748,68.4,27834.0,1.0,9840.69,-3.7864,103.5428,2.0,72.43
16062022,1606,344.0,2022.0,14265.96,633124.0,44.38,1.0,6881.99,68.6,82432.0,8.0,9414.55,-2.41667,103.75,2.0,71.11
16072022,1607,31.0,2022.0,11875.0,852576.0,71.8,1.0,294.96,67.93,34443.0,2.0,21123.59,-2.88333,104.38306,2.0,75.27
16092022,1609,364.0,2022.0,4369.25,656857.0,150.34,1.0,0.11,70.23,17833.0,2.0,10298.17,-3.85679,104.75209,2.0,71.69
16102022,1610,360.0,2022.0,2382.0,422907.0,177.54,1.0,61.400999999999996,67.96,13251.0,1.0,6207.858,-3.43186,104.62727,2.0,70.74
16112022,1611,190.0,2022.0,2256.0,357673.0,158.54,1.0,7.494,66.0,5838.0,1.1,4676.861,3.22667,99.09256,2.0,75.74
16122022,1612,387.0,2022.0,1840.0,200368.0,108.9,1.0,4.44,65.75,8195.0,1.0,3731.63,-3.21342,104.08722,2.0,73.4
16132022,1613,346.0,2022.0,6008.55,192369.0,32.02,1.0,19.544000000000004,65.74,8549.0,1.1,2783.073000000001,-2.48533,103.29346,2.0,72.52
16712022,1671,141.0,2022.0,352.5,1707996.0,4845.38,2.0,43.87,79.47,179107.0,1.0,43981.57,-3.0,104.71667,2.0,70.97
16722022,1672,153.0,2022.0,434.46,199047.0,458.15,1.0,4.74,75.52,9208.0,1.0,3591.82,-3.46202,104.2229,2.0,72.37
16732022,1673,139.0,2022.0,633.66,147071.0,232.1,1.0,144.445,69.6,3256.0,1.0,2644.2140000000004,-4.13055,103.26822,2.0,74.2
16742022,1674,126.0,2022.0,401.5,240238.0,598.35,1.0,10.547,75.53,7688.0,1.0,4867.987,-3.29308,102.85503,2.0,71.99
17012022,1701,49.0,2022.0,1186.7,170093.0,143.33,1.0,231.84799999999996,71.42,6713.0,1.0,2525.3660000000004,-4.35,103.03333,2.0,66.6
17022022,1702,409.0,2022.0,1515.76,281281.0,185.57,1.0,63.607000000000006,71.45,10993.0,1.0,4157.624000000001,-3.43333,102.71667,2.0,70.1
17032022,1703,51.0,2022.0,4424.6,302833.0,68.44,1.0,4.38,69.77,12319.0,1.0,6920.77,-3.33333,102.05,2.0,69.74
17042022,1704,235.0,2022.0,2556.0,129661.0,50.73,1.0,105.25,67.77,4227.0,1.0,2360.415,-4.78179,103.36109,2.0,69.52
17062022,1706,340.0,2022.0,4147.0,196571.0,47.4,1.0,377.41700000000003,69.12,6217.0,1.0,3033.19,-3.07438,101.54766,2.0,68.35
17072022,1707,286.0,2022.0,1665.28,107248.0,64.4,1.0,1214.51,68.12,3889.0,1.0,2940.98,-3.24278,102.3349,2.0,71.05
17092022,1709,50.0,2022.0,1223.94,119814.0,97.89,1.0,195.69699999999997,68.47,6545.0,1.0,2000.6150000000002,-3.20679,102.12616,2.0,70.73
17712022,1771,98.0,2022.0,151.7,384841.0,2536.86,2.0,0.61,80.99,28090.0,1.0,7591.552000000001,-3.81667,102.31667,2.0,68.5
18012022,1801,277.0,2022.0,3368.14,303397.0,90.08,1.0,0.25,68.39,8280.0,1.1,4594.562,-5.14904,104.19309,2.0,69.63
18022022,1802,467.0,2022.0,4654.96,652898.0,140.26,1.0,0.21,67.22,18096.0,1.0,13345.24,-5.38508,104.62349,0.0,70.51
18032022,1803,278.0,2022.0,2219.46,1081115.0,487.11,1.0,6.4319999999999995,69.0,51481.0,1.3,17364.127,-5.4531,104.9877,0.0,73.57
18042022,1804,280.0,2022.0,5325.03,1127946.0,211.82,1.0,0.23499999999999993,70.58,49710.0,1.5,16590.208000000002,-5.10273,105.68003,0.0,72.25
18052022,1805,279.0,2022.0,4546.0,1500022.0,329.97,1.0,0.01,70.8,82454.0,1.1,26639.394999999997,-4.86667,105.26667,0.0,73.65
18062022,1806,281.0,2022.0,2667.0,635129.0,238.14,1.0,1.6099999999999999,68.33,27046.0,1.0,9446.423000000003,-4.81667,104.8,0.0,72.04
18072022,1807,493.0,2022.0,3921.63,481036.0,122.66,1.0,1036.46,68.04,16153.0,1.0,7008.61,-4.44705,104.52753,2.0,70.68
18082022,1808,488.0,2022.0,4386.0,431208.0,98.31,1.0,392.88599999999997,69.53,25983.0,1.2,6363.742,-4.20604,105.57999,0.0,68.28
18092022,1809,388.0,2022.0,1173.77,487153.0,415.03,1.0,15.49,66.7,18601.0,1.0,7300.001000000001,-5.4298,105.17899,0.0,73.51
18102022,1810,398.0,2022.0,625.0,408415.0,653.46,1.0,0.17,70.98,12842.0,1.0,5939.62,-5.42211,104.93454,0.0,71.48
18112022,1811,329.0,2022.0,2184.0,232685.0,106.54,1.0,0.0,64.94,11953.0,1.0,3844.4850000000006,-4.0439,105.4013,0.0,71.53
18122022,1812,487.0,2022.0,1201.15,289620.0,241.12,1.0,0.1,67.13,13233.0,1.0,4178.77,-4.43975,105.0444,0.0,70.48
18132022,1813,389.0,2022.0,2953.0,164816.0,55.81,1.0,77.29099999999998,65.14,5345.0,1.0,2565.1770000000006,-5.19323,103.93976,2.0,71.37
18712022,1871,89.0,2022.0,197.22,1209937.0,6134.96,2.0,6.01,78.01,67882.0,1.0,28705.76,-5.41667,105.25,0.0,72.95
19012022,1901,21.0,2022.0,3028.79,334344.0,110.39,1.0,9.95,72.95,17959.0,2.0,4881.42,-1.91667,105.93333,2.0,72.79
19022022,1902,43.0,2022.0,2293.69,186331.0,81.24,1.0,41.92,73.38,12322.0,1.0,2686.46,-2.86667,107.7,0.0,73.67
19032022,1903,22.0,2022.0,2884.15,209413.0,72.61,1.0,67.29,70.12,16761.0,1.2,3536.6629999999996,-1.95839,105.53741,2.0,74.58
19042022,1904,24.0,2022.0,2279.11,205510.0,90.17,1.0,462.75,71.4,10523.0,1.0,3006.11,-2.33989,106.1142,0.0,73.49
19052022,1905,23.0,2022.0,3607.08,202263.0,56.07,1.0,100.74,67.95,10693.0,1.0,2996.69,-2.66803,106.01257,0.0,74.32
19062022,1906,44.0,2022.0,2506.91,130463.0,52.04,1.0,84.45899999999999,72.29,9785.0,1.0,1858.52,-2.9627,108.15216,0.0,75.91
19712022,1971,144.0,2022.0,118.4,226297.0,1911.29,1.0,14.124,79.24,17278.0,1.0,5050.134,-2.13333,106.13333,2.0,74.08
21012022,2101,232.0,2022.0,1524.0,266177.0,174.66,1.0,11.17,72.65,15554.0,1.0,6800.82,0.80764,103.41911,2.0,74.29
21022022,2102,55.0,2022.0,1946.13,165781.0,85.18,1.0,0.19,74.99,22996.0,1.0,2040.99,0.95,104.61944,2.0,75.82
21032022,2103,350.0,2022.0,2009.04,83102.0,41.36,1.0,0.32,73.47,24265.0,1.0,1247.51,4.71417,107.97639,2.0,74.18
21042022,2104,289.0,2022.0,2117.72,102853.0,48.57,1.0,34.521,66.57,4853.0,1.0,1037.66,0.2,104.61667,2.0,73.38
21052022,2105,242.0,2022.0,590.14,49632.0,84.1,1.0,31.296,69.61,19909.0,1.1,481.8,3.0,106.0,2.0,75.48
21712022,2171,94.0,2022.0,3868.97,1236010.0,319.47,1.0,2.5,81.67,194836.0,1.0,41346.16,1.05211,104.02851,2.0,74.67
21722022,2172,173.0,2022.0,144.56,239854.0,1659.2,1.0,25.07,79.64,21792.0,1.0,5690.54,0.91683,104.44329,2.0,74.87
31012022,3101,240.0,2022.0,10.73,28262.0,2633.92,2.0,2.91,72.79,10126.0,1.0,653.11,-5.5985,106.55271,0.0,72.98
31712022,3171,115.0,2022.0,144.94,2234262.0,15415.08,0.0,3.21,85.21,730695.0,1.0,71330.09,-6.266,106.8135,0.0,74.11
31732022,3173,114.0,2022.0,47.56,1053482.0,22150.59,0.0,0.84,82.11,795395.0,1.9,31026.85,-6.1777,106.8403,0.0,72.06
31742022,3174,113.0,2022.0,125.0,2458707.0,19669.66,0.0,0.02,82.51,540753.0,1.0,73854.78,-6.1676,106.7673,0.0,72.82
31752022,3175,117.0,2022.0,147.21,1799220.0,12222.13,0.0,0.83,80.81,587792.0,1.0,49948.08,-6.1339,106.8823,0.0,73.73
32012022,3201,59.0,2022.0,2710.62,5566838.0,2053.71,2.0,55.364,71.2,267744.0,1.7,58162.25600000001,-6.58333,106.71667,0.0,74.49
32022022,3202,446.0,2022.0,4145.7,2806664.0,677.01,1.0,17.925,67.64,76244.0,1.6,43516.426999999996,-7.06667,106.7,0.0,74.43
32032022,3203,83.0,2022.0,3840.16,2542793.0,662.16,1.0,2.104,65.94,53989.0,1.4,33399.734000000004,-6.7725,107.08306,0.0,74.85
32042022,3204,16.0,2022.0,1767.96,3718660.0,2103.36,2.0,282.45,73.16,143002.0,1.0,46835.19,-7.1,107.6,0.0,74.24
32052022,3205,195.0,2022.0,3074.07,2627220.0,854.64,1.0,0.19,67.41,66591.0,1.0,40596.96,-7.38333,107.76667,0.0,73.51
32062022,3206,473.0,2022.0,2551.19,1906288.0,747.22,1.0,82.144,66.84,42660.0,1.0,31344.686000000005,-7.5,108.13333,0.0,72.21
32082022,3208,267.0,2022.0,1110.56,1196017.0,1076.95,1.0,0.11,70.16,29520.0,1.0,21878.21,-7.0,108.55,0.0,73.16
32092022,3209,85.0,2022.0,984.52,2315417.0,2351.82,2.0,68.11800000000001,70.06,56654.0,1.1,39894.706000000006,-6.8,108.56667,0.0,74.98
32102022,3210,301.0,2022.0,1204.24,1335460.0,1108.96,1.0,203.709,68.56,37777.0,1.0,19515.249,-6.81667,108.28333,0.0,74.72
32112022,3211,454.0,2022.0,1518.33,1167033.0,768.63,1.0,0.14,72.69,40025.0,1.4,16159.2,-6.81667,107.98333,0.0,74.65
32122022,3212,216.0,2022.0,2040.11,1871832.0,917.52,1.0,0.74,68.55,90773.0,2.0,40648.11,-6.45,108.16667,0.0,73.21
32132022,3213,445.0,2022.0,1893.95,1624386.0,857.67,1.0,32.084999999999994,69.87,46160.0,1.2,21023.369,-6.50833,107.7025,0.0,74.3
32142022,3214,406.0,2022.0,825.74,1028569.0,1245.63,1.0,17.625999999999998,71.56,76478.0,1.0,18592.343,-6.58333,107.45,0.0,74.13
32152022,3215,231.0,2022.0,1652.2,2505247.0,1516.31,1.0,94.61,71.74,268229.0,1.0,36643.65,-6.26667,107.41667,0.0,73.61
32162022,3216,42.0,2022.0,1224.88,3214791.0,2624.58,2.0,123.997,75.22,367562.0,1.0,82137.91,-6.24667,107.10833,0.0,74.34
32712022,3271,102.0,2022.0,118.5,1063513.0,8974.79,2.0,2.38,77.17,52915.0,1.0,27172.76,-6.59167,106.8,0.0,74.7
32722022,3272,166.0,2022.0,48.25,356410.0,7386.74,2.0,4.25,75.4,14192.0,1.0,6582.84,-6.95,106.93333,0.0,73.52
32732022,3273,90.0,2022.0,167.67,2461553.0,14680.94,0.0,1.06,82.5,328151.0,1.0,58187.65,-6.9175,107.62444,0.0,74.21
32742022,3274,107.0,2022.0,37.36,341235.0,9133.7,2.0,1.7,75.89,26618.0,1.0,7177.019,-6.75,108.55,0.0,75.91
32752022,3275,97.0,2022.0,206.61,2590257.0,12536.94,0.0,0.1,82.46,109881.0,1.0,66817.9,-6.28333,106.98333,0.0,74.82
32762022,3276,109.0,2022.0,200.29,2123349.0,10601.37,0.0,0.36,81.86,81167.0,1.1,54428.909999999996,-6.4,106.81667,0.0,74.38
32792022,3279,91.0,2022.0,113.49,206457.0,1819.16,1.0,36.26,72.55,4929.0,1.0,3126.78,-7.36996,108.53209,0.0,75.36
33022022,3302,32.0,2022.0,1328.0,1806013.0,1359.95,1.0,231.39,73.17,62817.0,1.0,19596.45,-7.45,109.16667,0.0,72.08
33032022,3303,405.0,2022.0,777.64,1019840.0,1311.46,1.0,54.85799999999999,69.54,28824.0,1.0,18612.08,-7.28417,109.35028,0.0,73.66
33052022,3305,237.0,2022.0,1281.11,1376825.0,1074.71,1.0,223.26,70.79,32615.0,2.0,16901.34,-7.63917,109.66056,0.0,72.34
33062022,3306,407.0,2022.0,1034.84,778257.0,752.06,1.0,0.33,73.6,21353.0,1.0,10569.42,-7.7,109.96667,0.0,71.99
33072022,3307,495.0,2022.0,984.68,896346.0,910.29,1.0,477.492,68.89,21587.0,1.0,13368.26,-7.36139,109.92667,0.0,71.97
33082022,3308,298.0,2022.0,1085.73,1312573.0,1208.93,1.0,0.0,70.85,37432.0,1.0,19552.147999999997,-7.4275,110.16194,0.0,71.94
33092022,3309,70.0,2022.0,1096.35,1079952.0,985.04,1.0,0.3,74.97,38789.0,1.0,10678.13,-7.5,110.7,0.0,70.75
33102022,3310,252.0,2022.0,655.56,1275850.0,1946.2,1.0,6.180999999999999,76.95,46592.0,1.0,23470.34,-7.68333,110.61667,0.0,71.27
33112022,3311,448.0,2022.0,466.66,916627.0,1964.23,1.0,39.367000000000004,77.94,42781.0,1.0,13210.11,-7.68333,110.83333,0.0,72.88
33122022,3312,494.0,2022.0,1941.28,1057087.0,544.53,1.0,720.21,71.04,33692.0,1.0,12691.79,-7.91667,111.0,0.0,73.48
33132022,3313,229.0,2022.0,774.0,947642.0,1224.34,1.0,0.59,76.58,43088.0,1.0,13706.6,-7.62806,111.0625,0.0,73.44
33142022,3314,444.0,2022.0,941.55,992243.0,1053.84,1.0,117.34,74.65,44243.0,1.0,21541.74,-7.41278,110.935,0.0,70.99
33152022,3315,202.0,2022.0,2022.25,1470150.0,726.99,1.0,0.71,70.97,31807.0,1.0,31002.18,-7.11667,110.91667,0.0,73.04
33162022,3316,57.0,2022.0,1820.95,888224.0,487.78,1.0,4.87,69.95,30960.0,2.0,13981.18,-7.06667,111.38333,0.0,71.97
33172022,3317,410.0,2022.0,1014.08,650770.0,641.73,1.0,1.38,71.0,22107.0,1.0,9202.6,-6.78333,111.46667,0.0,72.58
33182022,3318,380.0,2022.0,1503.68,1339572.0,890.86,1.0,383.58,73.14,50119.0,1.0,24622.39,-6.76667,111.1,0.0,72.71
33192022,3319,265.0,2022.0,425.2,856472.0,2014.28,2.0,6.3,75.89,114565.0,1.0,16357.9,-6.8,110.86667,0.0,69.66
33202022,3320,223.0,2022.0,1062.01,1192811.0,1123.16,1.0,182.33,73.15,35011.0,3.0,15051.64,-6.58333,110.76667,0.0,70.35
33212022,3321,185.0,2022.0,897.43,1223217.0,1363.02,1.0,0.74,73.36,30252.0,1.0,26366.64,-6.8993,110.6122,0.0,72.12
33222022,3322,423.0,2022.0,950.21,1068492.0,1124.48,1.0,0.0,74.67,56640.0,1.0,19342.15,-7.20667,110.44139,0.0,72.04
33232022,3323,478.0,2022.0,870.65,799764.0,918.58,1.0,171.59,70.77,24726.0,1.0,14605.04,-7.25,110.11667,0.0,71.98
33242022,3324,239.0,2022.0,1002.23,1033367.0,1031.07,1.0,0.07,73.19,49666.0,1.0,14965.29,-7.0256,110.1685,0.0,73.12
33252022,3325,39.0,2022.0,788.6,813791.0,1031.94,1.0,43.695,69.45,25444.0,1.0,20705.54,-7.03333,109.88333,0.0,71.25
33262022,3326,383.0,2022.0,836.13,986455.0,1179.79,1.0,0.2,70.81,25962.0,1.0,14256.96,-7.0319,109.624,0.0,70.96
33272022,3327,385.0,2022.0,1115.0,1500754.0,1345.97,1.0,150.18,67.19,29915.0,1.0,21669.45,-7.03333,109.4,0.0,73.06
33282022,3328,475.0,2022.0,876.1,1623595.0,1853.21,1.0,0.16,69.53,40770.0,1.0,30646.62,-7.03333,109.16667,0.0,70.55
33292022,3329,71.0,2022.0,1769.62,2010617.0,1136.19,1.0,1.78,67.03,53709.0,2.0,36693.76,-7.05,108.9,0.0,72.65
33722022,3372,169.0,2022.0,46.72,523008.0,11194.52,0.0,3.441,83.08,55849.0,1.0,13734.55,-7.55,110.81667,0.0,71.85
33732022,3373,156.0,2022.0,56.78,195065.0,3435.45,2.0,13.777000000000005,84.35,15381.0,1.0,4166.83,-7.33278,110.48333,0.0,73.36
33752022,3375,149.0,2022.0,45.25,309742.0,6845.13,2.0,2.5140000000000002,75.9,12591.0,1.0,6592.033,-6.9,109.68333,0.0,70.84
33762022,3376,177.0,2022.0,39.68,278299.0,7013.58,2.0,2.856,76.15,17680.0,1.0,7936.6,-6.8686,109.1129,0.0,73.23
